schema_version,timestamp,cycle_id,class,conf_min,conf_max,conf_ave,num_detections,final_flag
1.0.0,2026-06-23 20:06:34.066,561,healthy,0.69,0.97,0.88,7,1
1.0.0,2026-06-23 20:06:36.399,562,healthy,0.92,0.97,0.96,4,1
1.0.0,2026-06-23 20:06:36.399,562,malformation,0.85,0.85,0.85,1,0
1.0.0,2026-06-23 20:06:36.399,562,unripe,0.84,0.84,0.84,1,0
1.0.0,2026-06-23 20:06:40.770,563,unripe,0.76,0.97,0.89,5,1
1.0.0,2026-06-23 20:06:40.770,563,healthy,0.69,0.69,0.69,1,0
1.0.0,2026-06-23 20:06:42.183,564,healthy,0.7,0.95,0.86,5,1
1.0.0,2026-06-23 20:06:42.183,564,unripe,0.86,0.92,0.89,3,0
1.0.0,2026-06-23 20:06:44.998,565,malformation,0.8,0.95,0.9,6,1
1.0.0,2026-06-23 20:06:46.634,566,healthy,0.8,0.97,0.92,5,1
1.0.0,2026-06-23 20:06:49.212,567,healthy,0.83,0.96,0.93,4,1
1.0.0,2026-06-23 20:06:49.212,567,unripe,0.84,0.95,0.9,4,0
1.0.0,2026-06-23 20:06:53.558,568,healthy,0.7,0.88,0.79,4,1
1.0.0,2026-06-23 20:06:53.558,568,unripe,0.67,0.96,0.83,6,0
1.0.0,2026-06-23 20:06:53.558,568,twin,0.74,0.74,0.74,1,0
1.0.0,2026-06-23 20:06:54.918,569,healthy,0.69,0.97,0.88,6,1
1.0.0,2026-06-23 20:06:54.918,569,unripe,0.81,0.94,0.88,2,0
1.0.0,2026-06-23 20:06:57.689,570,malformation,0.88,0.96,0.93,4,1
1.0.0,2026-06-23 20:06:57.689,570,twin,0.87,0.87,0.87,1,0
1.0.0,2026-06-23 20:06:59.790,571,healthy,0.65,0.97,0.85,8,1
1.0.0,2026-06-23 20:07:01.954,572,healthy,0.94,0.97,0.96,3,1
1.0.0,2026-06-23 20:07:01.954,572,unripe,0.72,0.96,0.84,3,0
1.0.0,2026-06-23 20:07:06.363,573,unripe,0.89,0.97,0.94,3,1
1.0.0,2026-06-23 20:07:06.363,573,healthy,0.91,0.91,0.91,1,0
1.0.0,2026-06-23 20:07:06.363,573,twin,0.81,0.81,0.81,1,0
1.0.0,2026-06-23 20:07:07.748,574,healthy,0.94,0.96,0.95,3,1
1.0.0,2026-06-23 20:07:07.748,574,unripe,0.89,0.94,0.91,3,0
1.0.0,2026-06-23 20:07:10.714,575,malformation,0.81,0.95,0.89,8,1
1.0.0,2026-06-23 20:07:12.399,576,healthy,0.73,0.97,0.89,5,1
1.0.0,2026-06-23 20:07:14.912,577,healthy,0.96,0.97,0.97,3,1
1.0.0,2026-06-23 20:07:14.912,577,malformation,0.8,0.8,0.8,1,0
1.0.0,2026-06-23 20:07:14.912,577,unripe,0.8,0.8,0.8,1,0
1.0.0,2026-06-23 20:07:19.056,578,unripe,0.8,0.97,0.89,4,1
1.0.0,2026-06-23 20:07:19.056,578,healthy,0.83,0.83,0.83,1,0
1.0.0,2026-06-23 20:07:20.570,579,healthy,0.78,0.91,0.83,4,1
1.0.0,2026-06-23 20:07:20.570,579,unripe,0.83,0.92,0.89,4,0
1.0.0,2026-06-23 20:07:23.596,580,malformation,0.66,0.96,0.86,10,1
1.0.0,2026-06-23 20:07:25.205,581,healthy,0.69,0.97,0.85,9,1
1.0.0,2026-06-23 20:07:27.820,582,healthy,0.72,0.98,0.91,5,1
1.0.0,2026-06-23 20:07:27.820,582,unripe,0.77,0.96,0.87,4,0
1.0.0,2026-06-23 20:07:27.820,582,malformation,0.84,0.84,0.84,1,0
1.0.0,2026-06-23 20:07:31.755,583,unripe,0.89,0.97,0.93,3,1
1.0.0,2026-06-23 20:07:31.755,583,healthy,0.68,0.68,0.68,1,0
1.0.0,2026-06-23 20:07:33.393,584,healthy,0.91,0.97,0.94,4,1
1.0.0,2026-06-23 20:07:33.393,584,unripe,0.82,0.89,0.86,2,0
1.0.0,2026-06-23 20:07:36.304,585,malformation,0.74,0.96,0.9,7,1
1.0.0,2026-06-23 20:07:38.415,586,healthy,0.72,0.96,0.84,5,1
1.0.0,2026-06-23 20:07:40.389,587,healthy,0.91,0.97,0.94,3,1
1.0.0,2026-06-23 20:07:40.389,587,unripe,0.69,0.69,0.69,1,0
1.0.0,2026-06-23 20:07:44.789,588,unripe,0.9,0.97,0.94,3,1
1.0.0,2026-06-23 20:07:44.789,588,twin,0.66,0.66,0.66,1,0
1.0.0,2026-06-23 20:07:44.789,588,healthy,0.89,0.9,0.9,2,0
1.0.0,2026-06-23 20:07:46.161,589,healthy,0.7,0.97,0.89,4,1
1.0.0,2026-06-23 20:07:46.161,589,unripe,0.86,0.9,0.88,3,0
1.0.0,2026-06-23 20:07:49.092,590,malformation,0.88,0.96,0.92,6,1
1.0.0,2026-06-23 20:07:50.851,591,healthy,0.76,0.96,0.89,4,1
1.0.0,2026-06-23 20:07:53.334,592,healthy,0.67,0.98,0.89,4,1
1.0.0,2026-06-23 20:07:53.334,592,unripe,0.7,0.96,0.78,4,0
1.0.0,2026-06-23 20:07:57.595,593,unripe,0.77,0.97,0.9,7,1
1.0.0,2026-06-23 20:07:57.595,593,healthy,0.8,0.86,0.83,3,0
1.0.0,2026-06-23 20:07:57.595,593,twin,0.81,0.81,0.81,1,0
1.0.0,2026-06-23 20:07:59.001,594,healthy,0.82,0.96,0.89,4,1
1.0.0,2026-06-23 20:07:59.001,594,unripe,0.84,0.84,0.84,1,0
1.0.0,2026-06-23 20:08:01.829,595,malformation,0.65,0.96,0.85,7,1
1.0.0,2026-06-23 20:08:03.602,596,healthy,0.8,0.97,0.92,4,1
1.0.0,2026-06-23 20:08:06.057,597,unripe,0.78,0.96,0.88,4,0
1.0.0,2026-06-23 20:08:06.057,597,healthy,0.92,0.97,0.95,3,1
1.0.0,2026-06-23 20:08:10.283,598,healthy,0.72,0.88,0.8,2,0
1.0.0,2026-06-23 20:08:10.283,598,unripe,0.96,0.96,0.96,2,1
1.0.0,2026-06-23 20:08:11.977,599,healthy,0.74,0.89,0.84,3,1
1.0.0,2026-06-23 20:08:11.977,599,unripe,0.89,0.9,0.89,2,0
1.0.0,2026-06-23 20:08:14.555,600,malformation,0.79,0.95,0.91,5,1
1.0.0,2026-06-23 20:08:16.539,601,healthy,0.76,0.97,0.87,6,1
1.0.0,2026-06-23 20:08:18.868,602,unripe,0.81,0.96,0.9,4,1
1.0.0,2026-06-23 20:08:18.868,602,healthy,0.96,0.97,0.97,3,0
1.0.0,2026-06-23 20:08:23.228,603,healthy,0.67,0.76,0.72,4,1
1.0.0,2026-06-23 20:08:23.228,603,unripe,0.87,0.97,0.91,4,0
1.0.0,2026-06-23 20:08:24.646,604,healthy,0.74,0.97,0.86,4,1
1.0.0,2026-06-23 20:08:24.646,604,unripe,0.71,0.88,0.82,3,0
1.0.0,2026-06-23 20:08:27.604,605,malformation,0.71,0.96,0.89,9,1
1.0.0,2026-06-23 20:08:29.429,606,healthy,0.65,0.96,0.86,9,1
1.0.0,2026-06-23 20:08:31.654,607,unripe,0.89,0.96,0.93,3,0
1.0.0,2026-06-23 20:08:31.654,607,healthy,0.67,0.98,0.89,5,1
1.0.0,2026-06-23 20:08:31.654,607,malformation,0.88,0.88,0.88,1,0
1.0.0,2026-06-23 20:08:36.041,608,unripe,0.85,0.97,0.92,4,0
1.0.0,2026-06-23 20:08:36.041,608,healthy,0.78,0.87,0.82,3,1
1.0.0,2026-06-23 20:08:36.041,608,twin,0.77,0.77,0.77,1,0
1.0.0,2026-06-23 20:08:37.574,609,healthy,0.95,0.97,0.96,3,1
1.0.0,2026-06-23 20:08:37.574,609,unripe,0.85,0.91,0.87,3,0
1.0.0,2026-06-23 20:08:40.405,610,malformation,0.66,0.96,0.87,7,1
1.0.0,2026-06-23 20:08:42.177,611,healthy,0.67,0.96,0.87,6,1
1.0.0,2026-06-23 20:08:44.485,612,unripe,0.86,0.97,0.93,3,0
1.0.0,2026-06-23 20:08:44.485,612,healthy,0.86,0.97,0.93,3,1
1.0.0,2026-06-23 20:08:48.721,613,unripe,0.66,0.97,0.88,5,1
1.0.0,2026-06-23 20:08:48.721,613,healthy,0.87,0.89,0.88,2,0
1.0.0,2026-06-23 20:08:50.291,614,unripe,0.78,0.92,0.86,3,0
1.0.0,2026-06-23 20:08:50.291,614,healthy,0.66,0.97,0.84,4,1
1.0.0,2026-06-23 20:08:53.213,615,malformation,0.83,0.95,0.9,9,1
1.0.0,2026-06-23 20:08:54.891,616,healthy,0.83,0.96,0.91,5,1
1.0.0,2026-06-23 20:08:57.288,617,healthy,0.95,0.98,0.96,3,1
1.0.0,2026-06-23 20:08:57.288,617,unripe,0.96,0.96,0.96,1,0
1.0.0,2026-06-23 20:09:01.562,618,healthy,0.68,0.95,0.83,3,0
1.0.0,2026-06-23 20:09:01.562,618,unripe,0.68,0.97,0.82,3,1
1.0.0,2026-06-23 20:09:02.996,619,healthy,0.74,0.94,0.87,3,1
1.0.0,2026-06-23 20:09:02.996,619,unripe,0.89,0.9,0.89,3,0
1.0.0,2026-06-23 20:09:06.032,620,malformation,0.75,0.96,0.87,7,1
1.0.0,2026-06-23 20:09:07.801,621,healthy,0.66,0.96,0.9,7,1
1.0.0,2026-06-23 20:09:10.094,622,unripe,0.71,0.97,0.84,2,0
1.0.0,2026-06-23 20:09:10.094,622,healthy,0.96,0.97,0.97,2,1
1.0.0,2026-06-23 20:09:14.475,623,healthy,0.66,0.85,0.73,5,1
1.0.0,2026-06-23 20:09:14.475,623,unripe,0.9,0.97,0.93,3,0
1.0.0,2026-06-23 20:09:15.990,624,unripe,0.8,0.95,0.89,3,0
1.0.0,2026-06-23 20:09:15.990,624,healthy,0.71,0.97,0.85,7,1
1.0.0,2026-06-23 20:09:18.851,625,malformation,0.75,0.96,0.89,11,1
1.0.0,2026-06-23 20:09:20.662,626,healthy,0.77,0.96,0.91,6,1
1.0.0,2026-06-23 20:09:22.917,627,unripe,0.77,0.97,0.87,4,0
1.0.0,2026-06-23 20:09:22.917,627,healthy,0.67,0.97,0.9,4,1
1.0.0,2026-06-23 20:09:22.917,627,malformation,0.89,0.89,0.89,1,0
1.0.0,2026-06-23 20:09:27.286,628,unripe,0.86,0.97,0.93,3,1
1.0.0,2026-06-23 20:09:27.286,628,healthy,0.78,0.78,0.78,1,0
1.0.0,2026-06-23 20:09:27.286,628,twin,0.77,0.77,0.77,1,0
1.0.0,2026-06-23 20:09:28.635,629,unripe,0.72,0.93,0.84,4,0
1.0.0,2026-06-23 20:09:28.635,629,healthy,0.77,0.97,0.88,3,1
1.0.0,2026-06-23 20:09:31.485,630,malformation,0.84,0.96,0.91,6,1
1.0.0,2026-06-23 20:09:33.481,631,healthy,0.68,0.97,0.84,8,1
1.0.0,2026-06-23 20:09:35.955,632,unripe,0.96,0.96,0.96,1,0
1.0.0,2026-06-23 20:09:35.955,632,healthy,0.79,0.97,0.91,3,1
1.0.0,2026-06-23 20:09:35.955,632,malformation,0.84,0.84,0.84,1,0
1.0.0,2026-06-23 20:09:40.090,633,unripe,0.89,0.97,0.94,6,1
1.0.0,2026-06-23 20:09:40.090,633,healthy,0.88,0.88,0.88,1,0
1.0.0,2026-06-23 20:09:40.090,633,blacktwin,0.65,0.65,0.65,1,0
1.0.0,2026-06-23 20:09:40.090,633,twin,0.83,0.83,0.83,1,0
1.0.0,2026-06-23 20:09:41.478,634,unripe,0.83,0.91,0.89,4,0
1.0.0,2026-06-23 20:09:41.478,634,healthy,0.88,0.96,0.93,3,1
1.0.0,2026-06-23 20:09:44.416,635,malformation,0.74,0.95,0.9,8,1
1.0.0,2026-06-23 20:09:46.171,636,healthy,0.66,0.96,0.8,5,1
1.0.0,2026-06-23 20:09:48.560,637,unripe,0.85,0.9,0.87,2,0
1.0.0,2026-06-23 20:09:48.560,637,healthy,0.94,0.97,0.96,3,1
1.0.0,2026-06-23 20:09:52.809,638,unripe,0.68,0.96,0.88,5,1
1.0.0,2026-06-23 20:09:52.809,638,healthy,0.66,0.76,0.71,2,0
1.0.0,2026-06-23 20:09:54.209,639,healthy,0.89,0.89,0.89,1,0
1.0.0,2026-06-23 20:09:54.209,639,unripe,0.85,0.9,0.87,2,1
1.0.0,2026-06-23 20:09:57.157,640,malformation,0.73,0.95,0.9,8,1
1.0.0,2026-06-23 20:09:58.905,641,healthy,0.83,0.97,0.91,4,1
1.0.0,2026-06-23 20:10:01.400,642,unripe,0.67,0.97,0.85,3,0
1.0.0,2026-06-23 20:10:01.400,642,healthy,0.73,0.97,0.85,2,1
1.0.0,2026-06-23 20:10:05.934,643,unripe,0.82,0.97,0.9,4,0
1.0.0,2026-06-23 20:10:05.934,643,healthy,0.65,0.93,0.77,5,1
1.0.0,2026-06-23 20:10:07.194,644,healthy,0.78,0.97,0.92,5,1
1.0.0,2026-06-23 20:10:07.194,644,unripe,0.82,0.92,0.88,3,0
1.0.0,2026-06-23 20:10:10.015,645,malformation,0.79,0.95,0.89,6,1
1.0.0,2026-06-23 20:10:11.917,646,healthy,0.77,0.96,0.9,6,1
1.0.0,2026-06-23 20:10:14.182,647,unripe,0.75,0.93,0.84,2,0
1.0.0,2026-06-23 20:10:14.182,647,healthy,0.66,0.97,0.82,2,1
1.0.0,2026-06-23 20:10:14.182,647,malformation,0.69,0.69,0.69,1,0
1.0.0,2026-06-23 20:10:18.618,648,healthy,0.79,0.87,0.83,4,1
1.0.0,2026-06-23 20:10:18.618,648,unripe,0.96,0.97,0.96,2,0
1.0.0,2026-06-23 20:10:18.618,648,twin,0.81,0.81,0.81,1,0
1.0.0,2026-06-23 20:10:19.941,649,healthy,0.68,0.93,0.8,5,1
1.0.0,2026-06-23 20:10:19.941,649,unripe,0.72,0.91,0.81,2,0
1.0.0,2026-06-23 20:10:22.789,650,malformation,0.81,0.94,0.9,5,1
1.0.0,2026-06-23 20:10:24.739,651,healthy,0.68,0.96,0.83,9,1
1.0.0,2026-06-23 20:10:27.049,652,unripe,0.89,0.96,0.92,4,0
1.0.0,2026-06-23 20:10:27.049,652,healthy,0.83,0.98,0.92,5,1
1.0.0,2026-06-23 20:10:27.049,652,malformation,0.67,0.67,0.67,1,0
1.0.0,2026-06-23 20:10:31.133,653,unripe,0.96,0.97,0.96,3,1
1.0.0,2026-06-23 20:10:31.133,653,healthy,0.71,0.88,0.79,2,0
1.0.0,2026-06-23 20:10:32.691,654,healthy,0.66,0.96,0.86,4,1
1.0.0,2026-06-23 20:10:32.691,654,unripe,0.7,0.91,0.81,3,0
1.0.0,2026-06-23 20:10:35.327,655,malformation,0.86,0.95,0.93,5,1
1.0.0,2026-06-23 20:10:37.392,656,healthy,0.68,0.97,0.85,6,1
