schema_version,timestamp,cycle_id,class,conf_min,conf_max,conf_ave,num_detections,final_flag
1.0.0,2026-06-23 19:50:41.082,189,unripe,0.83,0.92,0.88,3,0
1.0.0,2026-06-23 19:50:43.990,190,malformation,0.82,0.94,0.89,6,1
1.0.0,2026-06-23 19:50:45.541,191,healthy,0.95,0.96,0.96,2,1
1.0.0,2026-06-23 19:50:48.272,192,unripe,0.87,0.97,0.92,6,1
1.0.0,2026-06-23 19:50:48.272,192,healthy,0.78,0.97,0.92,4,0
1.0.0,2026-06-23 19:50:52.427,193,unripe,0.69,0.97,0.87,6,1
1.0.0,2026-06-23 19:50:53.869,194,healthy,0.81,0.96,0.87,3,1
1.0.0,2026-06-23 19:50:53.869,194,unripe,0.77,0.94,0.88,3,0
1.0.0,2026-06-23 19:50:56.946,195,malformation,0.75,0.96,0.86,10,1
1.0.0,2026-06-23 19:50:58.677,196,healthy,0.81,0.96,0.9,5,1
1.0.0,2026-06-23 19:51:01.239,197,unripe,0.68,0.97,0.88,5,0
1.0.0,2026-06-23 19:51:01.239,197,healthy,0.75,0.97,0.9,4,1
1.0.0,2026-06-23 19:51:05.304,198,unripe,0.88,0.97,0.92,5,1
1.0.0,2026-06-23 19:51:05.304,198,healthy,0.89,0.89,0.89,1,0
1.0.0,2026-06-23 19:51:06.739,199,healthy,0.78,0.95,0.86,5,1
1.0.0,2026-06-23 19:51:09.672,200,malformation,0.86,0.95,0.91,6,1
1.0.0,2026-06-23 19:51:11.505,201,healthy,0.69,0.96,0.85,6,1
1.0.0,2026-06-23 19:51:13.789,202,healthy,0.83,0.97,0.93,4,1
1.0.0,2026-06-23 19:51:13.789,202,unripe,0.7,0.95,0.88,4,0
1.0.0,2026-06-23 19:51:18.188,203,unripe,0.75,0.97,0.9,6,1
1.0.0,2026-06-23 19:51:18.188,203,healthy,0.74,0.77,0.75,2,0
1.0.0,2026-06-23 19:51:19.613,204,healthy,0.74,0.93,0.87,4,1
1.0.0,2026-06-23 19:51:19.613,204,unripe,0.79,0.92,0.85,3,0
1.0.0,2026-06-23 19:51:22.448,205,malformation,0.83,0.96,0.91,8,1
1.0.0,2026-06-23 19:51:24.355,206,healthy,0.72,0.96,0.88,8,1
1.0.0,2026-06-23 19:51:26.707,207,healthy,0.73,0.98,0.9,5,1
1.0.0,2026-06-23 19:51:26.707,207,unripe,0.79,0.96,0.87,4,0
1.0.0,2026-06-23 19:51:26.707,207,blacktwin,0.86,0.86,0.86,1,0
1.0.0,2026-06-23 19:51:31.007,208,unripe,0.7,0.97,0.86,7,1
1.0.0,2026-06-23 19:51:31.007,208,twin,0.85,0.85,0.85,1,0
1.0.0,2026-06-23 19:51:32.394,209,healthy,0.72,0.97,0.84,5,1
1.0.0,2026-06-23 19:51:32.394,209,unripe,0.87,0.93,0.9,4,0
1.0.0,2026-06-23 19:51:35.249,210,malformation,0.7,0.95,0.88,6,1
1.0.0,2026-06-23 19:51:36.951,211,unripe,0.71,0.71,0.71,1,0
1.0.0,2026-06-23 19:51:36.951,211,healthy,0.83,0.95,0.91,4,1
1.0.0,2026-06-23 19:51:39.717,212,unripe,0.82,0.96,0.92,6,0
1.0.0,2026-06-23 19:51:39.717,212,healthy,0.67,0.97,0.9,5,1
1.0.0,2026-06-23 19:51:39.717,212,blacktwin,0.86,0.86,0.86,1,0
1.0.0,2026-06-23 19:51:43.649,213,healthy,0.85,0.85,0.85,1,0
1.0.0,2026-06-23 19:51:43.649,213,unripe,0.85,0.97,0.92,6,1
1.0.0,2026-06-23 19:51:45.173,214,healthy,0.95,0.97,0.96,3,1
1.0.0,2026-06-23 19:51:45.173,214,unripe,0.84,0.93,0.9,3,0
1.0.0,2026-06-23 19:51:48.110,215,malformation,0.67,0.96,0.89,12,1
1.0.0,2026-06-23 19:51:49.820,216,healthy,0.79,0.96,0.9,3,1
1.0.0,2026-06-23 19:51:52.353,217,unripe,0.89,0.96,0.92,6,1
1.0.0,2026-06-23 19:51:52.353,217,healthy,0.97,0.97,0.97,2,0
1.0.0,2026-06-23 19:51:56.552,218,healthy,0.79,0.89,0.84,2,1
1.0.0,2026-06-23 19:51:56.552,218,unripe,0.87,0.97,0.91,4,0
1.0.0,2026-06-23 19:51:58.036,219,healthy,0.81,0.96,0.92,5,1
1.0.0,2026-06-23 19:51:58.036,219,unripe,0.85,0.94,0.9,3,0
1.0.0,2026-06-23 19:52:00.903,220,malformation,0.8,0.96,0.9,10,1
1.0.0,2026-06-23 19:52:02.709,221,healthy,0.83,0.96,0.9,4,1
1.0.0,2026-06-23 19:52:05.171,222,unripe,0.91,0.96,0.93,5,0
1.0.0,2026-06-23 19:52:05.171,222,healthy,0.7,0.97,0.87,6,1
1.0.0,2026-06-23 19:52:09.419,223,unripe,0.84,0.97,0.92,5,1
1.0.0,2026-06-23 19:52:09.419,223,healthy,0.76,0.76,0.76,1,0
1.0.0,2026-06-23 19:52:10.862,224,healthy,0.72,0.97,0.87,5,1
1.0.0,2026-06-23 19:52:10.862,224,unripe,0.79,0.82,0.81,2,0
1.0.0,2026-06-23 19:52:13.760,225,malformation,0.75,0.96,0.88,9,1
1.0.0,2026-06-23 19:52:15.463,226,healthy,0.84,0.96,0.92,6,1
1.0.0,2026-06-23 19:52:17.925,227,unripe,0.88,0.96,0.93,6,1
1.0.0,2026-06-23 19:52:17.925,227,healthy,0.9,0.97,0.95,4,0
1.0.0,2026-06-23 19:52:22.173,228,unripe,0.79,0.97,0.88,8,1
1.0.0,2026-06-23 19:52:23.655,229,healthy,0.67,0.97,0.81,4,1
1.0.0,2026-06-23 19:52:23.655,229,unripe,0.85,0.94,0.9,4,0
1.0.0,2026-06-23 19:52:26.374,230,malformation,0.79,0.95,0.9,4,1
1.0.0,2026-06-23 19:52:28.264,231,healthy,0.8,0.96,0.9,4,1
1.0.0,2026-06-23 19:52:30.767,232,healthy,0.68,0.98,0.87,3,1
1.0.0,2026-06-23 19:52:30.767,232,unripe,0.89,0.94,0.92,3,0
1.0.0,2026-06-23 19:52:30.767,232,blacktwin,0.83,0.83,0.83,1,0
1.0.0,2026-06-23 19:52:35.086,233,healthy,0.66,0.89,0.8,3,0
1.0.0,2026-06-23 19:52:35.086,233,unripe,0.81,0.96,0.89,3,1
1.0.0,2026-06-23 19:52:36.509,234,healthy,0.82,0.95,0.91,3,0
1.0.0,2026-06-23 19:52:36.509,234,unripe,0.82,0.95,0.9,3,1
1.0.0,2026-06-23 19:52:39.365,235,malformation,0.77,0.94,0.86,7,1
1.0.0,2026-06-23 19:52:41.324,236,healthy,0.65,0.88,0.76,5,1
1.0.0,2026-06-23 19:52:43.750,237,unripe,0.91,0.96,0.94,3,0
1.0.0,2026-06-23 19:52:43.750,237,healthy,0.8,0.97,0.92,4,1
1.0.0,2026-06-23 19:52:43.750,237,malformation,0.89,0.89,0.89,1,0
1.0.0,2026-06-23 19:52:47.855,238,unripe,0.79,0.97,0.9,6,1
1.0.0,2026-06-23 19:52:47.855,238,healthy,0.82,0.82,0.82,1,0
1.0.0,2026-06-23 19:52:47.855,238,twin,0.74,0.74,0.74,1,0
1.0.0,2026-06-23 19:52:49.348,239,healthy,0.77,0.96,0.9,4,1
1.0.0,2026-06-23 19:52:49.348,239,unripe,0.89,0.93,0.91,3,0
1.0.0,2026-06-23 19:52:52.117,240,malformation,0.7,0.96,0.9,8,1
1.0.0,2026-06-23 19:52:53.909,241,healthy,0.69,0.97,0.86,6,1
1.0.0,2026-06-23 19:52:56.574,242,healthy,0.73,0.98,0.85,5,1
1.0.0,2026-06-23 19:52:56.574,242,unripe,0.92,0.95,0.94,3,0
1.0.0,2026-06-23 19:52:56.574,242,malformation,0.88,0.88,0.88,1,0
1.0.0,2026-06-23 19:53:00.680,243,unripe,0.85,0.96,0.91,4,1
1.0.0,2026-06-23 19:53:00.680,243,healthy,0.73,0.73,0.73,1,0
1.0.0,2026-06-23 19:53:00.680,243,twin,0.77,0.77,0.77,1,0
1.0.0,2026-06-23 19:53:02.082,244,healthy,0.75,0.96,0.83,3,1
1.0.0,2026-06-23 19:53:02.082,244,unripe,0.8,0.91,0.84,4,0
1.0.0,2026-06-23 19:53:04.952,245,malformation,0.69,0.96,0.89,6,1
1.0.0,2026-06-23 19:53:06.684,246,healthy,0.71,0.96,0.88,6,1
1.0.0,2026-06-23 19:53:09.283,247,unripe,0.73,0.95,0.85,6,0
1.0.0,2026-06-23 19:53:09.283,247,healthy,0.89,0.97,0.95,4,1
1.0.0,2026-06-23 19:53:13.418,248,unripe,0.71,0.97,0.87,6,1
1.0.0,2026-06-23 19:53:14.817,249,healthy,0.75,0.95,0.88,4,1
1.0.0,2026-06-23 19:53:14.817,249,unripe,0.9,0.94,0.92,3,0
1.0.0,2026-06-23 19:53:17.850,250,malformation,0.69,0.96,0.88,9,1
1.0.0,2026-06-23 19:53:19.493,251,healthy,0.74,0.96,0.88,5,1
1.0.0,2026-06-23 19:53:22.082,252,unripe,0.92,0.95,0.94,3,1
1.0.0,2026-06-23 19:53:22.082,252,healthy,0.67,0.98,0.83,4,0
1.0.0,2026-06-23 19:53:22.082,252,malformation,0.87,0.87,0.87,1,0
1.0.0,2026-06-23 19:53:26.082,253,unripe,0.72,0.97,0.88,3,1
1.0.0,2026-06-23 19:53:27.625,254,unripe,0.85,0.93,0.9,3,0
1.0.0,2026-06-23 19:53:27.625,254,healthy,0.77,0.95,0.86,2,1
1.0.0,2026-06-23 19:53:30.582,255,malformation,0.66,0.95,0.88,10,1
1.0.0,2026-06-23 19:53:32.181,256,healthy,0.87,0.96,0.93,4,1
1.0.0,2026-06-23 19:53:35.052,257,healthy,0.69,0.98,0.87,8,1
1.0.0,2026-06-23 19:53:35.052,257,unripe,0.77,0.97,0.9,5,0
1.0.0,2026-06-23 19:53:39.111,258,unripe,0.74,0.97,0.87,4,1
1.0.0,2026-06-23 19:53:39.111,258,healthy,0.79,0.79,0.79,1,0
1.0.0,2026-06-23 19:53:39.111,258,twin,0.69,0.69,0.69,1,0
1.0.0,2026-06-23 19:53:40.580,259,healthy,0.9,0.92,0.92,3,0
1.0.0,2026-06-23 19:53:40.580,259,unripe,0.82,0.93,0.89,4,1
1.0.0,2026-06-23 19:53:43.472,260,malformation,0.74,0.96,0.88,12,1
1.0.0,2026-06-23 19:53:45.067,261,healthy,0.66,0.97,0.88,5,1
1.0.0,2026-06-23 19:53:47.644,262,healthy,0.75,0.98,0.91,4,1
1.0.0,2026-06-23 19:53:47.644,262,unripe,0.81,0.96,0.89,4,0
1.0.0,2026-06-23 19:53:47.644,262,malformation,0.87,0.87,0.87,1,0
1.0.0,2026-06-23 19:53:52.069,263,healthy,0.69,0.84,0.74,3,0
1.0.0,2026-06-23 19:53:52.069,263,unripe,0.73,0.96,0.88,5,1
1.0.0,2026-06-23 19:53:53.254,264,healthy,0.96,0.96,0.96,3,1
1.0.0,2026-06-23 19:53:53.254,264,unripe,0.87,0.92,0.9,3,0
1.0.0,2026-06-23 19:53:56.195,265,malformation,0.67,0.96,0.88,8,1
1.0.0,2026-06-23 19:53:57.887,266,healthy,0.84,0.97,0.92,5,1
1.0.0,2026-06-23 19:54:00.436,267,healthy,0.76,0.97,0.89,5,1
1.0.0,2026-06-23 19:54:00.436,267,unripe,0.81,0.96,0.9,4,0
1.0.0,2026-06-23 19:54:00.436,267,malformation,0.85,0.85,0.85,1,0
1.0.0,2026-06-23 19:54:04.649,268,healthy,0.88,0.88,0.88,1,0
1.0.0,2026-06-23 19:54:04.649,268,unripe,0.74,0.97,0.87,5,1
1.0.0,2026-06-23 19:54:06.174,269,unripe,0.76,0.89,0.84,4,0
1.0.0,2026-06-23 19:54:06.174,269,healthy,0.69,0.97,0.83,5,1
1.0.0,2026-06-23 19:54:09.095,270,malformation,0.65,0.95,0.85,8,1
1.0.0,2026-06-23 19:54:10.851,271,healthy,0.72,0.96,0.89,4,1
1.0.0,2026-06-23 19:54:13.209,272,unripe,0.82,0.95,0.88,3,0
1.0.0,2026-06-23 19:54:13.209,272,healthy,0.82,0.98,0.9,2,1
1.0.0,2026-06-23 19:54:17.474,273,unripe,0.69,0.97,0.86,5,1
1.0.0,2026-06-23 19:54:17.474,273,healthy,0.82,0.82,0.82,1,0
1.0.0,2026-06-23 19:54:18.980,274,healthy,0.72,0.97,0.83,5,1
1.0.0,2026-06-23 19:54:18.980,274,unripe,0.66,0.87,0.77,3,0
1.0.0,2026-06-23 19:54:21.784,275,malformation,0.79,0.96,0.89,11,1
1.0.0,2026-06-23 19:54:23.569,276,healthy,0.84,0.96,0.92,7,1
1.0.0,2026-06-23 19:54:26.086,277,unripe,0.86,0.97,0.92,6,1
1.0.0,2026-06-23 19:54:26.086,277,healthy,0.79,0.97,0.93,5,0
1.0.0,2026-06-23 19:54:26.086,277,malformation,0.86,0.86,0.86,1,0
1.0.0,2026-06-23 19:54:30.366,278,unripe,0.86,0.97,0.93,4,0
1.0.0,2026-06-23 19:54:30.366,278,healthy,0.67,0.7,0.69,2,1
1.0.0,2026-06-23 19:54:31.809,279,healthy,0.69,0.96,0.87,4,1
1.0.0,2026-06-23 19:54:31.809,279,unripe,0.88,0.88,0.88,1,0
1.0.0,2026-06-23 19:54:34.515,280,malformation,0.71,0.95,0.85,6,1
1.0.0,2026-06-23 19:54:36.596,281,healthy,0.66,0.96,0.84,8,1
1.0.0,2026-06-23 19:54:39.075,282,unripe,0.83,0.97,0.91,5,0
1.0.0,2026-06-23 19:54:39.075,282,healthy,0.71,0.98,0.9,4,1
1.0.0,2026-06-23 19:54:39.075,282,malformation,0.69,0.69,0.69,1,0
1.0.0,2026-06-23 19:54:43.165,283,unripe,0.88,0.97,0.93,6,1
1.0.0,2026-06-23 19:54:43.165,283,healthy,0.7,0.78,0.74,2,0
1.0.0,2026-06-23 19:54:44.579,284,healthy,0.86,0.97,0.94,4,1
1.0.0,2026-06-23 19:54:44.579,284,unripe,0.84,0.92,0.89,3,0
1.0.0,2026-06-23 19:54:47.434,285,malformation,0.85,0.96,0.93,7,1
1.0.0,2026-06-23 19:54:49.319,286,healthy,0.67,0.97,0.88,7,1
1.0.0,2026-06-23 19:54:51.720,287,unripe,0.74,0.96,0.87,5,1
1.0.0,2026-06-23 19:54:51.720,287,healthy,0.96,0.98,0.97,3,0
1.0.0,2026-06-23 19:54:51.720,287,blacktwin,0.69,0.69,0.69,1,0
1.0.0,2026-06-23 19:54:51.720,287,malformation,0.71,0.71,0.71,1,0
1.0.0,2026-06-23 19:54:55.828,288,unripe,0.67,0.97,0.86,4,1
1.0.0,2026-06-23 19:54:57.298,289,healthy,0.7,0.93,0.85,3,0
1.0.0,2026-06-23 19:54:57.298,289,unripe,0.83,0.94,0.89,3,1
1.0.0,2026-06-23 19:55:00.240,290,malformation,0.74,0.96,0.87,9,1
1.0.0,2026-06-23 19:55:02.133,291,healthy,0.74,0.96,0.87,5,1
1.0.0,2026-06-23 19:55:04.554,292,unripe,0.84,0.96,0.91,5,1
1.0.0,2026-06-23 19:55:04.554,292,healthy,0.77,0.98,0.92,4,0
1.0.0,2026-06-23 19:55:04.554,292,blacktwin,0.74,0.74,0.74,1,0
1.0.0,2026-06-23 19:55:08.712,293,unripe,0.69,0.97,0.9,6,1
1.0.0,2026-06-23 19:55:10.269,294,healthy,0.76,0.96,0.9,4,1
1.0.0,2026-06-23 19:55:10.269,294,unripe,0.9,0.92,0.91,3,0
1.0.0,2026-06-23 19:55:13.101,295,malformation,0.76,0.96,0.89,11,1
1.0.0,2026-06-23 19:55:14.792,296,healthy,0.83,0.96,0.91,5,1
1.0.0,2026-06-23 19:55:17.544,297,unripe,0.88,0.96,0.91,4,0
1.0.0,2026-06-23 19:55:17.544,297,healthy,0.65,0.98,0.84,5,1
1.0.0,2026-06-23 19:55:21.621,298,healthy,0.77,0.91,0.86,4,1
1.0.0,2026-06-23 19:55:21.621,298,unripe,0.84,0.97,0.9,2,0
1.0.0,2026-06-23 19:55:23.000,299,healthy,0.67,0.96,0.85,5,1
1.0.0,2026-06-23 19:55:23.000,299,unripe,0.73,0.94,0.84,2,0
1.0.0,2026-06-23 19:55:25.896,300,malformation,0.9,0.96,0.93,5,1
1.0.0,2026-06-23 19:55:27.656,301,healthy,0.69,0.96,0.86,6,1
1.0.0,2026-06-23 19:55:30.159,302,healthy,0.83,0.98,0.94,4,1
1.0.0,2026-06-23 19:55:30.159,302,unripe,0.72,0.97,0.85,4,0
1.0.0,2026-06-23 19:55:34.429,303,healthy,0.84,0.91,0.88,2,0
1.0.0,2026-06-23 19:55:34.429,303,unripe,0.84,0.96,0.91,5,1
1.0.0,2026-06-23 19:55:34.429,303,twin,0.79,0.79,0.79,1,0
1.0.0,2026-06-23 19:55:35.915,304,healthy,0.72,0.96,0.87,4,1
1.0.0,2026-06-23 19:55:35.915,304,unripe,0.82,0.96,0.88,4,0
1.0.0,2026-06-23 19:55:38.780,305,malformation,0.83,0.96,0.91,7,1
1.0.0,2026-06-23 19:55:40.508,306,healthy,0.71,0.97,0.85,5,1
1.0.0,2026-06-23 19:55:42.966,307,unripe,0.89,0.95,0.93,4,0
1.0.0,2026-06-23 19:55:42.966,307,healthy,0.9,0.98,0.94,2,0
1.0.0,2026-06-23 19:55:42.966,307,blacktwin,0.92,0.92,0.92,1,1
1.0.0,2026-06-23 19:55:47.087,308,healthy,0.68,0.81,0.75,2,0
1.0.0,2026-06-23 19:55:47.087,308,unripe,0.77,0.97,0.91,4,1
1.0.0,2026-06-23 19:55:48.844,309,healthy,0.67,0.96,0.78,6,1
1.0.0,2026-06-23 19:55:48.844,309,unripe,0.86,0.95,0.91,3,0
1.0.0,2026-06-23 19:55:51.585,310,malformation,0.65,0.94,0.85,8,1
1.0.0,2026-06-23 19:55:53.412,311,healthy,0.75,0.96,0.91,5,1
1.0.0,2026-06-23 19:55:56.009,312,unripe,0.78,0.96,0.89,5,0
1.0.0,2026-06-23 19:55:56.009,312,healthy,0.77,0.98,0.92,4,1
1.0.0,2026-06-23 19:56:00.106,313,unripe,0.79,0.97,0.89,6,1
1.0.0,2026-06-23 19:56:00.106,313,healthy,0.73,0.86,0.8,2,0
1.0.0,2026-06-23 19:56:01.357,314,healthy,0.66,0.93,0.81,3,0
1.0.0,2026-06-23 19:56:01.357,314,unripe,0.91,0.94,0.92,3,1
1.0.0,2026-06-23 19:56:04.434,315,malformation,0.68,0.95,0.89,8,1
1.0.0,2026-06-23 19:56:06.107,316,healthy,0.81,0.96,0.89,6,1
1.0.0,2026-06-23 19:56:08.550,317,healthy,0.71,0.98,0.89,3,1
1.0.0,2026-06-23 19:56:08.550,317,unripe,0.86,0.92,0.9,3,0
1.0.0,2026-06-23 19:56:08.550,317,malformation,0.67,0.67,0.67,1,0
1.0.0,2026-06-23 19:56:12.906,318,healthy,0.75,0.89,0.83,3,1
1.0.0,2026-06-23 19:56:12.906,318,unripe,0.7,0.96,0.88,5,0
1.0.0,2026-06-23 19:56:12.906,318,twin,0.78,0.78,0.78,1,0
1.0.0,2026-06-23 19:56:14.255,319,healthy,0.69,0.95,0.84,5,1
1.0.0,2026-06-23 19:56:14.255,319,unripe,0.79,0.9,0.85,3,0
1.0.0,2026-06-23 19:56:17.239,320,malformation,0.79,0.96,0.89,9,1
1.0.0,2026-06-23 19:56:18.936,321,healthy,0.71,0.96,0.88,5,1
1.0.0,2026-06-23 19:56:21.619,322,unripe,0.9,0.97,0.93,4,0
1.0.0,2026-06-23 19:56:21.619,322,healthy,0.68,0.98,0.83,6,1
1.0.0,2026-06-23 19:56:25.692,323,unripe,0.83,0.97,0.93,4,1
1.0.0,2026-06-23 19:56:25.692,323,twin,0.81,0.81,0.81,1,0
1.0.0,2026-06-23 19:56:27.105,324,unripe,0.74,0.91,0.85,4,0
1.0.0,2026-06-23 19:56:27.105,324,healthy,0.75,0.96,0.83,4,1
1.0.0,2026-06-23 19:56:30.163,325,malformation,0.68,0.96,0.85,12,1
1.0.0,2026-06-23 19:56:31.930,326,healthy,0.79,0.96,0.85,7,1
1.0.0,2026-06-23 19:56:34.076,327,healthy,0.68,0.98,0.86,5,1
1.0.0,2026-06-23 19:56:34.076,327,unripe,0.92,0.96,0.94,4,0
1.0.0,2026-06-23 19:56:38.492,328,healthy,0.7,0.92,0.81,4,1
1.0.0,2026-06-23 19:56:38.492,328,unripe,0.76,0.97,0.86,6,0
1.0.0,2026-06-23 19:56:39.827,329,healthy,0.77,0.96,0.89,3,1
1.0.0,2026-06-23 19:56:42.636,330,malformation,0.74,0.95,0.9,9,1
1.0.0,2026-06-23 19:56:44.658,331,healthy,0.72,0.97,0.87,7,1
1.0.0,2026-06-23 19:56:47.042,332,unripe,0.66,0.97,0.89,7,0
1.0.0,2026-06-23 19:56:47.042,332,healthy,0.65,0.97,0.89,6,1
1.0.0,2026-06-23 19:56:47.042,332,malformation,0.85,0.85,0.85,1,0
1.0.0,2026-06-23 19:56:51.177,333,unripe,0.8,0.97,0.9,6,1
1.0.0,2026-06-23 19:56:52.669,334,healthy,0.73,0.97,0.86,5,1
1.0.0,2026-06-23 19:56:52.669,334,unripe,0.81,0.81,0.81,1,0
1.0.0,2026-06-23 19:56:55.663,335,malformation,0.82,0.95,0.88,4,1
1.0.0,2026-06-23 19:56:57.115,336,healthy,0.96,0.97,0.96,2,1
1.0.0,2026-06-23 19:56:59.839,337,unripe,0.87,0.96,0.9,5,0
1.0.0,2026-06-23 19:56:59.839,337,healthy,0.65,0.97,0.84,4,1
1.0.0,2026-06-23 19:56:59.839,337,blacktwin,0.85,0.85,0.85,1,0
1.0.0,2026-06-23 19:57:04.161,338,unripe,0.81,0.97,0.91,6,1
1.0.0,2026-06-23 19:57:04.161,338,healthy,0.67,0.67,0.67,1,0
1.0.0,2026-06-23 19:57:05.512,339,healthy,0.82,0.97,0.91,3,1
1.0.0,2026-06-23 19:57:05.512,339,unripe,0.9,0.9,0.9,2,0
1.0.0,2026-06-23 19:57:08.429,340,malformation,0.72,0.96,0.88,11,1
1.0.0,2026-06-23 19:57:10.152,341,healthy,0.77,0.97,0.89,7,1
1.0.0,2026-06-23 19:57:12.537,342,unripe,0.75,0.95,0.88,3,0
1.0.0,2026-06-23 19:57:12.537,342,healthy,0.74,0.98,0.91,4,1
1.0.0,2026-06-23 19:57:16.682,343,healthy,0.8,0.93,0.87,2,0
1.0.0,2026-06-23 19:57:16.682,343,unripe,0.85,0.96,0.91,4,1
1.0.0,2026-06-23 19:57:18.267,344,healthy,0.92,0.97,0.95,3,1
1.0.0,2026-06-23 19:57:18.267,344,unripe,0.81,0.92,0.86,3,0
1.0.0,2026-06-23 19:57:21.248,345,malformation,0.79,0.96,0.88,6,1
1.0.0,2026-06-23 19:57:21.248,345,twin,0.81,0.81,0.81,1,0
1.0.0,2026-06-23 19:57:22.972,346,healthy,0.82,0.96,0.88,5,1
1.0.0,2026-06-23 19:57:25.488,347,unripe,0.74,0.97,0.85,7,0
1.0.0,2026-06-23 19:57:25.488,347,healthy,0.75,0.98,0.88,4,1
1.0.0,2026-06-23 19:57:25.488,347,malformation,0.67,0.67,0.67,1,0
1.0.0,2026-06-23 19:57:29.805,348,unripe,0.7,0.94,0.85,3,1
1.0.0,2026-06-23 19:57:29.805,348,healthy,0.75,0.75,0.75,1,0
1.0.0,2026-06-23 19:57:29.805,348,twin,0.71,0.71,0.71,1,0
1.0.0,2026-06-23 19:57:31.075,349,healthy,0.93,0.96,0.94,3,1
1.0.0,2026-06-23 19:57:31.075,349,unripe,0.84,0.92,0.89,3,0
1.0.0,2026-06-23 19:57:34.096,350,malformation,0.73,0.96,0.89,6,1
1.0.0,2026-06-23 19:57:36.018,351,healthy,0.66,0.96,0.86,7,1
1.0.0,2026-06-23 19:57:38.253,352,unripe,0.85,0.97,0.93,4,1
1.0.0,2026-06-23 19:57:38.253,352,healthy,0.89,0.98,0.95,3,0
1.0.0,2026-06-23 19:57:38.253,352,blacktwin,0.72,0.72,0.72,1,0
1.0.0,2026-06-23 19:57:42.576,353,unripe,0.83,0.97,0.9,6,1
1.0.0,2026-06-23 19:57:42.576,353,healthy,0.82,0.82,0.82,1,0
1.0.0,2026-06-23 19:57:42.576,353,twin,0.71,0.71,0.71,1,0
1.0.0,2026-06-23 19:57:43.979,354,healthy,0.74,0.97,0.89,4,1
1.0.0,2026-06-23 19:57:43.979,354,unripe,0.73,0.91,0.81,3,0
1.0.0,2026-06-23 19:57:46.911,355,malformation,0.8,0.94,0.89,7,1
1.0.0,2026-06-23 19:57:48.895,356,healthy,0.7,0.96,0.81,12,1
1.0.0,2026-06-23 19:57:51.034,357,unripe,0.88,0.97,0.94,5,1
1.0.0,2026-06-23 19:57:51.034,357,healthy,0.96,0.97,0.97,2,0
1.0.0,2026-06-23 19:57:55.270,358,unripe,0.91,0.95,0.93,4,1
1.0.0,2026-06-23 19:57:56.773,359,healthy,0.73,0.95,0.85,5,1
1.0.0,2026-06-23 19:57:56.773,359,unripe,0.85,0.94,0.9,2,0
1.0.0,2026-06-23 19:57:59.859,360,malformation,0.72,0.96,0.9,6,1
1.0.0,2026-06-23 19:58:01.670,361,healthy,0.69,0.96,0.88,6,1
1.0.0,2026-06-23 19:58:03.890,362,unripe,0.86,0.97,0.93,5,1
1.0.0,2026-06-23 19:58:03.890,362,healthy,0.84,0.97,0.93,3,0
1.0.0,2026-06-23 19:58:03.890,362,malformation,0.81,0.81,0.81,1,0
1.0.0,2026-06-23 19:58:08.182,363,healthy,0.86,0.91,0.89,2,1
1.0.0,2026-06-23 19:58:08.182,363,unripe,0.67,0.97,0.85,5,0
1.0.0,2026-06-23 19:58:09.572,364,healthy,0.95,0.95,0.95,1,1
1.0.0,2026-06-23 19:58:09.572,364,unripe,0.88,0.92,0.91,3,0
1.0.0,2026-06-23 19:58:12.500,365,malformation,0.67,0.96,0.87,10,1
1.0.0,2026-06-23 19:58:14.324,366,healthy,0.66,0.96,0.86,5,1
1.0.0,2026-06-23 19:58:16.681,367,unripe,0.81,0.97,0.91,6,1
1.0.0,2026-06-23 19:58:16.681,367,healthy,0.87,0.98,0.93,2,0
1.0.0,2026-06-23 19:58:16.681,367,malformation,0.69,0.69,0.69,1,0
1.0.0,2026-06-23 19:58:21.193,368,unripe,0.68,0.97,0.88,7,1
1.0.0,2026-06-23 19:58:21.193,368,blacktwin,0.67,0.67,0.67,1,0
1.0.0,2026-06-23 19:58:21.193,368,healthy,0.68,0.68,0.68,2,0
1.0.0,2026-06-23 19:58:22.326,369,unripe,0.87,0.95,0.9,3,0
1.0.0,2026-06-23 19:58:22.326,369,healthy,0.66,0.91,0.76,4,1
1.0.0,2026-06-23 19:58:25.225,370,malformation,0.72,0.96,0.89,7,1
1.0.0,2026-06-23 19:58:27.123,371,healthy,0.67,0.97,0.85,7,1
1.0.0,2026-06-23 19:58:29.474,372,unripe,0.73,0.96,0.83,3,0
1.0.0,2026-06-23 19:58:29.474,372,healthy,0.89,0.97,0.94,3,1
1.0.0,2026-06-23 19:58:29.474,372,malformation,0.84,0.84,0.84,1,0
1.0.0,2026-06-23 19:58:33.651,373,unripe,0.81,0.96,0.9,4,1
1.0.0,2026-06-23 19:58:35.184,374,healthy,0.74,0.96,0.89,5,1
1.0.0,2026-06-23 19:58:35.184,374,unripe,0.79,0.9,0.85,2,0
1.0.0,2026-06-23 19:58:38.139,375,malformation,0.78,0.96,0.9,9,1
1.0.0,2026-06-23 19:58:39.870,376,healthy,0.69,0.96,0.87,7,1
1.0.0,2026-06-23 19:58:42.334,377,unripe,0.86,0.9,0.89,3,0
1.0.0,2026-06-23 19:58:42.334,377,healthy,0.95,0.98,0.96,2,1
1.0.0,2026-06-23 19:58:46.345,378,unripe,0.86,0.97,0.93,4,1
1.0.0,2026-06-23 19:58:48.004,379,healthy,0.76,0.97,0.91,5,1
