schema_version,timestamp,cycle_id,capture_latency[ms],frame_dropped[n],hsv_flag,hsv_mask_ratio,infer_latency[ms],preproc[ms],postproc[ms],capture_sum[ms],capture_frames[n],hsv_sum[ms],hsv_frames[n],visible_frames[n],preproc_sum[ms],infer_sum[ms],infer_count[n],postproc_sum[ms],total_per_fruit[ms],visible_dur[s],cycle_dur[s],eject_flag,planned_eject_ts,eject_delay[ms],outcome_flag,yolo_no_det_flag,cpu_temp,cpu_util[%],gpu_temp,gpu_util[%],gpu_clock[mhz],gpu_mem_used[mb],gpu_power[w]
1.0.0,2026-08-05 03:19:13.492,195,49.11,0,1,0.2011,7.3,0.5,1.24,70.63,98,147.59,98,28,6.04,87.57,12,14.84,326.67,0.187,1.234,1,,,,0,,14.5,51,5,2040,2589.024256,25.232
1.0.0,2026-08-05 03:19:13.614,193,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:13.450,11.18,1,,,,,,,,
1.0.0,2026-08-05 03:19:14.228,192,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:14.072,3.15,1,,,,,,,,
1.0.0,2026-08-05 03:19:14.750,196,49.15,0,1,0.1931,7.42,0.51,1.24,77.18,102,155.77,102,26,6.16,88.99,12,14.85,342.95,0.156,1.266,0,,,,0,,16.4,52,13,2040,2589.024256,24.697
1.0.0,2026-08-05 03:19:14.812,194,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:14.651,7.72,1,,,,,,,,
1.0.0,2026-08-05 03:19:15.799,197,49.04,0,1,0.1691,8.33,0.71,1.24,60.44,83,139.26,83,26,8.47,99.91,12,14.85,322.93,0.156,1.047,1,,,,0,,14.8,51,7,2040,2589.024256,25.234
1.0.0,2026-08-05 03:19:16.057,195,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:15.892,8.69,1,,,,,,,,
1.0.0,2026-08-05 03:19:16.997,198,49.19,0,1,0.1978,8.23,0.56,1.31,105.1,96,155.1,96,27,6.69,98.72,12,15.68,381.29,0.156,1.203,1,,,,0,,16.3,51,5,2040,2589.024256,25.169
1.0.0,2026-08-05 03:19:18.046,199,49.21,0,1,0.1845,7.75,0.46,1.21,60.83,84,128.23,84,26,5.55,93.01,12,14.49,302.11,0.156,1.047,0,,,,0,,15.9,51,5,2040,2589.024256,25.324
1.0.0,2026-08-05 03:19:18.365,197,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:18.199,11.2,1,,,,,,,,
1.0.0,2026-08-05 03:19:18.989,196,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:18.822,13.55,1,,,,,,,,
1.0.0,2026-08-05 03:19:19.402,200,49.11,0,1,0.2434,8.0,0.58,1.3,76.75,108,172.26,108,20,6.95,96.03,12,15.57,367.56,0.141,1.359,1,,,,0,,13.1,51,11,2040,2589.024256,25.277
1.0.0,2026-08-05 03:19:19.565,198,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:19.397,13.36,1,,,,,,,,
1.0.0,2026-08-05 03:19:20.736,201,49.14,0,1,0.1994,7.81,0.46,1.37,79.89,107,162.53,107,25,5.03,85.9,11,15.05,348.4,0.14,1.328,0,,,,0,,15.5,52,11,2040,2589.024256,24.386
1.0.0,2026-08-05 03:19:21.691,202,49.09,0,1,0.2249,7.7,0.49,1.29,55.12,76,126.42,76,22,5.82,92.35,12,15.48,295.19,0.14,0.953,1,,,,0,,16.1,52,17,2040,2589.024256,25.822
1.0.0,2026-08-05 03:19:21.983,200,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:21.802,29.09,1,,,,,,,,
1.0.0,2026-08-05 03:19:22.281,199,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:22.118,9.43,1,,,,,,,,
1.0.0,2026-08-05 03:19:22.863,203,63.03,0,1,0.1934,6.61,0.48,1.2,72.21,95,167.6,92,25,5.74,79.33,12,14.38,339.26,0.203,1.172,0,,,,0,,17.3,51,5,2040,2589.024256,25.094
1.0.0,2026-08-05 03:19:23.853,204,49.2,0,1,0.2111,6.87,0.47,1.23,56.73,79,139.85,82,24,5.59,82.4,12,14.74,299.31,0.172,1.0,1,,,,0,,16.0,51,5,2040,2589.024256,25.196
1.0.0,2026-08-05 03:19:24.253,202,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:24.091,7.69,1,,,,,,,,
1.0.0,2026-08-05 03:19:24.979,201,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:24.808,17.25,1,,,,,,,,
1.0.0,2026-08-05 03:19:25.051,205,49.33,0,1,0.1245,8.29,0.49,1.25,70.14,95,133.94,95,32,5.88,99.45,12,14.98,324.39,0.188,1.188,1,,,,0,,15.9,51,5,2040,2589.024256,25.358
1.0.0,2026-08-05 03:19:26.301,206,49.17,0,1,0.2003,7.89,0.47,1.25,74.54,100,146.8,100,27,5.58,94.72,12,15.01,336.65,0.156,1.25,1,,,,0,,16.0,51,11,2040,2589.024256,25.353
1.0.0,2026-08-05 03:19:26.414,204,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:26.253,6.1,1,,,,,,,,
1.0.0,2026-08-05 03:19:27.102,203,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:26.934,14.33,1,,,,,,,,
1.0.0,2026-08-05 03:19:27.546,207,49.24,0,1,0.1932,10.48,0.57,1.23,75.46,100,151.92,100,27,6.83,125.7,12,14.74,374.65,0.156,1.25,0,,,,0,,15.8,52,6,2040,2589.024256,25.114
1.0.0,2026-08-05 03:19:27.617,205,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:27.451,11.58,1,,,,,,,,
1.0.0,2026-08-05 03:19:28.606,208,49.25,0,1,0.1692,13.54,0.52,1.33,63.29,86,141.64,86,28,6.23,162.52,12,15.92,389.6,0.156,1.062,1,,,,0,,15.8,52,14,2040,2589.024256,25.463
1.0.0,2026-08-05 03:19:28.862,206,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:28.701,7.72,1,,,,,,,,
1.0.0,2026-08-05 03:19:29.795,209,49.24,0,1,0.1979,7.46,0.51,1.18,65.09,94,147.54,94,27,6.07,89.53,12,14.18,322.41,0.156,1.188,1,,,,0,,15.9,51,6,2040,2589.024256,25.0
1.0.0,2026-08-05 03:19:30.851,210,49.23,0,1,0.1873,7.81,0.51,1.3,63.78,84,135.89,84,27,6.13,93.75,12,15.55,315.1,0.141,1.047,0,,,,0,,16.5,51,4,2040,2589.024256,25.363
1.0.0,2026-08-05 03:19:31.172,208,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:31.006,11.4,1,,,,,,,,
1.0.0,2026-08-05 03:19:31.788,207,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:31.617,16.1,1,,,,,,,,
1.0.0,2026-08-05 03:19:32.200,211,56.99,0,1,0.2416,8.45,0.46,1.27,80.22,109,171.2,109,23,5.56,101.38,12,15.25,373.61,0.156,1.359,1,,,,0,,17.6,51,3,2040,2589.024256,25.414
1.0.0,2026-08-05 03:19:32.363,209,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:32.195,15.1,1,,,,,,,,
1.0.0,2026-08-05 03:19:33.546,212,48.91,0,1,0.2034,7.18,0.54,1.2,76.11,107,159.83,107,27,6.45,86.15,12,14.39,342.93,0.141,1.344,0,,,,0,,15.9,52,5,2040,2589.024256,25.425
1.0.0,2026-08-05 03:19:34.501,213,49.12,0,1,0.2251,7.28,0.49,1.23,55.8,77,128.32,77,21,5.93,87.34,12,14.8,292.19,0.156,0.953,1,,,,0,,15.0,51,5,2040,2589.024256,25.782
1.0.0,2026-08-05 03:19:34.768,211,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:34.600,13.8,1,,,,,,,,
1.0.0,2026-08-05 03:19:35.085,210,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:34.922,9.55,1,,,,,,,,
1.0.0,2026-08-05 03:19:35.610,214,49.1,0,1,0.1945,7.41,0.55,1.26,66.23,89,141.75,89,27,6.65,88.92,12,15.18,318.73,0.172,1.109,0,,,,0,,15.6,52,12,2040,2589.024256,25.695
1.0.0,2026-08-05 03:19:36.701,215,49.24,0,1,0.2108,6.9,0.48,1.29,63.73,86,138.14,86,23,5.74,82.76,12,15.47,305.84,0.219,1.094,1,,,,0,,16.3,52,16,2040,2589.024256,25.639
1.0.0,2026-08-05 03:19:37.067,213,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:36.901,12.03,1,,,,,,,,
1.0.0,2026-08-05 03:19:37.784,212,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:37.617,13.16,1,,,,,,,,
1.0.0,2026-08-05 03:19:37.891,216,49.12,0,1,0.1246,10.91,0.53,1.39,69.53,95,136.12,95,33,6.38,130.92,12,16.7,359.65,0.188,1.188,1,,,,0,,15.1,51,5,2040,2589.024256,25.382
1.0.0,2026-08-05 03:19:39.093,217,49.38,0,1,0.2006,8.43,0.48,1.38,71.85,96,153.95,96,28,5.79,101.19,12,16.6,349.38,0.157,1.203,1,,,,0,,15.0,51,5,2040,2589.024256,25.602
1.0.0,2026-08-05 03:19:39.264,215,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:39.101,8.72,1,,,,,,,,
1.0.0,2026-08-05 03:19:39.851,214,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:39.682,14.83,1,,,,,,,,
1.0.0,2026-08-05 03:19:40.403,218,49.12,0,1,0.1934,6.16,0.55,1.18,84.84,105,154.68,105,27,6.62,73.87,12,14.15,334.16,0.188,1.297,0,,,,0,,16.0,51,9,2040,2589.024256,25.479
1.0.0,2026-08-05 03:19:40.484,216,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:40.291,8.8,1,,,,,,,,
1.0.0,2026-08-05 03:19:41.438,219,49.12,0,1,0.169,5.94,0.48,1.25,58.47,83,166.94,83,28,5.78,71.22,12,15.0,317.41,0.171,1.046,1,,,,0,,18.8,52,5,2040,2589.024256,25.13
1.0.0,2026-08-05 03:19:41.674,217,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:41.493,27.0,1,,,,,,,,
1.0.0,2026-08-05 03:19:42.651,220,47.98,0,1,0.1979,6.46,0.48,1.16,71.29,97,180.07,97,26,5.78,77.56,12,13.88,348.58,0.172,1.219,1,,,,0,,17.7,52,13,2040,2589.024256,25.298
1.0.0,2026-08-05 03:19:43.691,221,49.06,0,1,0.186,7.25,0.45,1.24,57.94,83,122.81,83,27,5.42,86.95,12,14.87,287.99,0.187,1.031,0,,,,0,,16.2,52,16,2040,2589.024256,25.28
1.0.0,2026-08-05 03:19:44.004,219,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:43.838,12.79,1,,,,,,,,
1.0.0,2026-08-05 03:19:44.639,218,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:44.474,11.2,1,,,,,,,,
1.0.0,2026-08-05 03:19:45.049,222,49.28,0,1,0.2411,7.79,0.57,1.25,77.38,109,167.14,109,22,6.8,93.45,12,15.04,359.81,0.156,1.36,1,,,,0,,15.8,52,5,2040,2589.024256,24.665
1.0.0,2026-08-05 03:19:45.214,220,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:45.051,8.53,1,,,,,,,,
1.0.0,2026-08-05 03:19:46.352,223,49.21,0,1,0.2091,8.27,0.59,1.37,80.87,104,163.08,104,28,7.05,99.28,12,16.38,366.66,0.141,1.297,0,,,,0,,16.0,52,10,2040,2589.024256,25.583
1.0.0,2026-08-05 03:19:47.300,224,49.29,0,1,0.2253,10.15,0.48,3.99,57.83,76,135.89,76,21,5.71,121.75,12,47.88,369.06,0.156,0.953,1,,,,0,,16.0,52,5,2040,2589.024256,25.129
1.0.0,2026-08-05 03:19:47.617,222,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:47.449,11.96,1,,,,,,,,
1.0.0,2026-08-05 03:19:47.923,221,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:47.763,7.39,1,,,,,,,,
1.0.0,2026-08-05 03:19:48.447,225,49.36,0,1,0.1937,7.82,0.78,1.29,71.31,92,146.38,92,28,9.32,93.86,12,15.5,336.37,0.141,1.156,0,,,,0,,15.7,52,5,2040,2589.024256,25.384
1.0.0,2026-08-05 03:19:49.502,226,49.25,0,1,0.2106,7.93,0.64,1.46,61.07,84,139.4,84,26,7.71,95.13,12,17.54,320.85,0.188,1.047,1,,,,0,,15.8,52,5,2040,2589.024256,25.351
1.0.0,2026-08-05 03:19:49.861,224,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:49.700,6.1,1,,,,,,,,
1.0.0,2026-08-05 03:19:50.581,223,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:50.423,3.82,1,,,,,,,,
1.0.0,2026-08-05 03:19:50.657,227,49.23,0,1,0.1248,7.66,0.65,1.14,78.5,93,135.85,93,32,7.78,91.88,12,13.67,327.68,0.156,1.156,1,,,,0,,11.1,52,15,2040,2589.024256,25.111
1.0.0,2026-08-05 03:19:51.902,228,62.48,0,1,0.201,7.96,0.55,1.32,71.43,99,152.05,99,28,6.64,95.48,12,15.81,341.41,0.141,1.235,1,,,,0,,13.4,52,5,2040,2589.024256,24.924
1.0.0,2026-08-05 03:19:52.066,226,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:51.902,10.3,1,,,,,,,,
1.0.0,2026-08-05 03:19:52.681,225,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:52.518,9.4,1,,,,,,,,
1.0.0,2026-08-05 03:19:53.207,229,49.11,0,1,0.1931,7.01,0.48,1.38,74.79,105,155.0,105,27,5.82,84.11,12,16.6,336.32,0.156,1.312,0,,,,0,,18.5,52,5,2040,2589.024256,25.261
1.0.0,2026-08-05 03:19:53.213,227,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:53.057,2.48,1,,,,,,,,
1.0.0,2026-08-05 03:19:54.246,230,49.26,0,1,0.1692,8.05,0.55,1.3,64.19,83,137.61,83,27,6.55,96.6,12,15.64,320.59,0.172,1.047,1,,,,0,,15.6,52,5,2040,2589.024256,24.851
1.0.0,2026-08-05 03:19:54.461,228,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:54.302,4.63,1,,,,,,,,
1.0.0,2026-08-05 03:19:55.436,231,49.33,0,1,0.198,7.02,0.48,1.19,66.21,95,176.51,95,28,5.77,84.23,12,14.31,347.03,0.14,1.187,1,,,,0,,15.5,52,5,2040,2589.024256,25.083
1.0.0,2026-08-05 03:19:56.451,232,49.2,0,1,0.1847,7.97,0.63,1.21,94.91,82,136.33,82,27,7.52,95.61,12,14.53,348.9,0.156,1.016,0,,,,0,,15.9,52,5,2040,2589.024256,25.293
1.0.0,2026-08-05 03:19:56.810,230,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:56.646,9.4,1,,,,,,,,
1.0.0,2026-08-05 03:19:57.435,229,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:57.278,3.31,1,,,,,,,,
1.0.0,2026-08-05 03:19:57.858,233,49.13,0,1,0.2414,7.76,0.48,1.26,80.6,113,172.75,113,21,5.8,93.06,12,15.07,367.28,0.172,1.406,1,,,,0,,15.9,52,6,2040,2589.024256,24.218
1.0.0,2026-08-05 03:19:58.003,231,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:19:57.836,12.81,1,,,,,,,,
1.0.0,2026-08-05 03:19:59.193,234,30.16,0,1,0.2067,7.23,0.56,1.25,76.36,105,162.69,105,28,6.67,86.71,12,14.99,347.42,0.187,1.328,0,,,,0,,15.6,52,4,2040,2589.024256,25.446
1.0.0,2026-08-05 03:20:00.164,235,63.91,0,1,0.2254,7.3,0.6,1.19,57.08,79,132.55,76,22,7.25,87.62,12,14.29,298.79,0.172,0.985,1,,,,0,,15.9,52,4,2040,2589.024256,25.373
1.0.0,2026-08-05 03:20:00.422,233,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:00.258,8.39,1,,,,,,,,
1.0.0,2026-08-05 03:20:00.687,232,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:00.522,12.54,1,,,,,,,,
1.0.0,2026-08-05 03:20:01.248,236,42.89,0,1,0.1945,6.1,0.47,1.15,70.32,86,158.32,89,27,5.63,73.16,12,13.75,321.18,0.156,1.078,0,,,,0,,15.5,51,4,2040,2589.024256,25.641
1.0.0,2026-08-05 03:20:02.300,237,40.34,0,1,0.2103,7.44,0.51,1.34,55.74,84,138.65,84,25,6.12,89.32,12,16.07,305.9,0.188,1.047,1,,,,0,,11.3,52,5,2040,2589.024256,25.286
1.0.0,2026-08-05 03:20:02.736,235,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:02.564,17.26,1,,,,,,,,
1.0.0,2026-08-05 03:20:03.435,234,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:03.264,17.27,1,,,,,,,,
1.0.0,2026-08-05 03:20:03.445,238,49.2,0,1,0.124,7.77,0.51,1.27,66.83,92,164.26,92,34,6.12,93.19,12,15.27,345.67,0.156,1.156,1,,,,0,,17.4,52,5,2040,2589.024256,25.582
1.0.0,2026-08-05 03:20:04.746,239,49.19,0,1,0.2004,7.81,0.46,1.28,78.79,104,155.93,104,25,5.47,93.7,12,15.4,349.29,0.172,1.297,1,,,,0,,14.9,52,11,2040,2589.024256,25.121
1.0.0,2026-08-05 03:20:04.858,237,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:04.702,2.59,1,,,,,,,,
1.0.0,2026-08-05 03:20:05.505,236,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:05.319,32.15,1,,,,,,,,
1.0.0,2026-08-05 03:20:05.996,240,49.22,0,1,0.1931,7.31,0.54,1.2,66.52,100,148.92,100,28,6.5,87.71,12,14.36,324.01,0.141,1.25,0,,,,0,,16.2,52,5,2040,2589.024256,24.779
1.0.0,2026-08-05 03:20:06.016,238,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:05.845,17.94,1,,,,,,,,
1.0.0,2026-08-05 03:20:07.049,241,49.27,0,1,0.1691,8.27,0.53,1.3,61.35,84,136.36,84,28,6.3,99.28,12,15.57,318.86,0.156,1.047,1,,,,0,,16.7,51,5,2040,2589.024256,25.403
1.0.0,2026-08-05 03:20:07.307,239,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:07.146,9.29,1,,,,,,,,
1.0.0,2026-08-05 03:20:08.252,242,49.16,0,1,0.1983,7.11,0.6,1.27,66.4,96,182.64,96,28,7.16,85.27,12,15.29,356.76,0.156,1.203,1,,,,0,,15.5,52,10,2040,2589.024256,25.362
1.0.0,2026-08-05 03:20:09.301,243,49.27,0,1,0.187,8.05,0.56,1.29,61.77,84,128.88,84,26,6.66,96.6,12,15.53,309.44,0.156,1.047,0,,,,0,,16.0,52,5,2040,2589.024256,25.129
1.0.0,2026-08-05 03:20:09.645,241,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:09.449,40.78,1,,,,,,,,
1.0.0,2026-08-05 03:20:10.229,240,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:10.067,8.76,1,,,,,,,,
1.0.0,2026-08-05 03:20:10.652,244,49.25,0,1,0.2422,6.73,0.6,1.31,80.73,108,171.13,108,23,7.15,80.81,12,15.69,355.51,0.156,1.359,1,,,,0,,15.9,52,7,2040,2589.024256,25.127
1.0.0,2026-08-05 03:20:10.814,242,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:10.652,7.32,1,,,,,,,,
1.0.0,2026-08-05 03:20:11.995,245,49.46,0,1,0.2052,6.82,0.47,1.11,90.15,108,176.35,108,26,5.69,81.89,12,13.34,367.42,0.203,1.344,0,,,,0,,15.5,52,5,2040,2589.024256,24.735
1.0.0,2026-08-05 03:20:12.936,246,49.15,0,1,0.225,9.02,0.67,1.54,55.67,75,135.61,75,20,8.09,108.24,12,18.43,326.04,0.14,0.937,1,,,,0,,15.1,52,5,2040,2589.024256,25.458
1.0.0,2026-08-05 03:20:13.211,244,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:13.052,5.37,1,,,,,,,,
1.0.0,2026-08-05 03:20:13.538,243,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:13.372,12.16,1,,,,,,,,
1.0.0,2026-08-05 03:20:14.101,247,49.19,0,1,0.1933,11.27,0.59,1.39,65.83,93,142.83,93,25,7.07,135.27,12,16.68,367.68,0.188,1.157,0,,,,0,,14.9,52,5,2040,2589.024256,25.404
1.0.0,2026-08-05 03:20:15.093,248,49.27,0,1,0.2112,9.05,0.52,1.41,61.01,80,136.59,80,24,6.29,108.59,12,16.98,329.46,0.141,1.0,1,,,,0,,16.8,52,5,2040,2589.024256,25.549
1.0.0,2026-08-05 03:20:15.504,246,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:15.336,14.01,1,,,,,,,,
1.0.0,2026-08-05 03:20:16.233,245,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:16.066,12.79,1,,,,,,,,
1.0.0,2026-08-05 03:20:16.317,249,53.78,0,1,0.1248,11.85,0.51,1.41,118.59,98,136.08,95,32,6.13,142.14,12,16.87,419.81,0.188,1.218,1,,,,0,,15.7,52,5,2040,2589.024256,25.501
1.0.0,2026-08-05 03:20:17.548,250,49.22,0,1,0.2005,7.95,0.51,1.27,75.3,98,157.16,101,26,6.12,95.4,12,15.18,349.16,0.141,1.235,1,,,,0,,15.5,52,5,2040,2589.024256,25.122
1.0.0,2026-08-05 03:20:17.661,248,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:17.493,14.93,1,,,,,,,,
1.0.0,2026-08-05 03:20:18.332,247,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:18.172,7.64,1,,,,,,,,
1.0.0,2026-08-05 03:20:18.821,251,62.4,0,1,0.1932,7.36,0.59,1.37,70.5,102,183.56,99,28,7.14,88.32,12,16.39,365.91,0.156,1.281,0,,,,0,,16.3,52,15,2040,2589.024256,24.903
1.0.0,2026-08-05 03:20:18.881,249,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:18.717,11.58,1,,,,,,,,
1.0.0,2026-08-05 03:20:19.857,252,58.14,0,1,0.1693,8.32,0.64,1.27,57.81,84,139.72,84,28,7.65,99.85,12,15.27,320.3,0.141,1.031,1,,,,0,,15.8,52,9,2040,2589.024256,25.479
1.0.0,2026-08-05 03:20:20.112,250,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:19.948,10.56,1,,,,,,,,
1.0.0,2026-08-05 03:20:21.047,253,49.21,0,1,0.1981,8.43,0.5,1.28,65.93,94,148.67,97,25,5.95,101.16,12,15.36,337.07,0.156,1.188,1,,,,0,,16.6,52,5,2040,2589.024256,25.208
1.0.0,2026-08-05 03:20:22.089,254,49.58,0,1,0.186,7.58,0.54,1.34,62.27,83,135.84,83,27,6.48,90.95,12,16.04,311.58,0.157,1.047,0,,,,0,,16.9,52,4,2040,2589.024256,25.477
1.0.0,2026-08-05 03:20:22.428,252,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:22.257,16.93,1,,,,,,,,
1.0.0,2026-08-05 03:20:23.053,251,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:22.893,7.67,1,,,,,,,,
1.0.0,2026-08-05 03:20:23.484,255,49.33,0,1,0.2416,8.98,0.57,1.48,90.3,112,182.5,112,23,6.87,107.72,12,17.78,405.17,0.172,1.39,1,,,,0,,15.5,52,5,2040,2589.024256,25.31
1.0.0,2026-08-05 03:20:23.617,253,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:23.447,15.48,1,,,,,,,,
1.0.0,2026-08-05 03:20:24.790,256,49.25,0,1,0.202,7.98,0.57,1.27,73.79,104,158.28,104,28,6.82,95.76,12,15.19,349.84,0.156,1.313,0,,,,0,,15.7,52,14,2040,2589.024256,24.665
1.0.0,2026-08-05 03:20:25.743,257,49.34,0,1,0.2252,7.19,0.47,1.26,51.8,77,163.27,77,23,5.6,86.22,12,15.12,322.01,0.156,0.953,1,,,,0,,15.4,52,17,2040,2589.024256,25.875
1.0.0,2026-08-05 03:20:26.071,255,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:25.884,13.32,1,,,,,,,,
1.0.0,2026-08-05 03:20:26.326,254,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:26.160,13.11,1,,,,,,,,
1.0.0,2026-08-05 03:20:26.901,258,49.03,0,1,0.1934,7.73,0.46,1.27,67.15,92,148.67,92,26,5.54,92.76,12,15.22,329.34,0.188,1.141,0,,,,0,,15.3,52,7,2040,2589.024256,24.759
1.0.0,2026-08-05 03:20:27.937,259,49.12,0,1,0.2106,6.16,0.58,1.18,56.52,83,137.79,83,25,6.96,73.89,12,14.19,289.35,0.171,1.046,1,,,,0,,15.3,52,5,2040,2589.024256,25.297
1.0.0,2026-08-05 03:20:28.317,257,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:28.143,19.81,1,,,,,,,,
1.0.0,2026-08-05 03:20:29.025,256,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:28.861,10.33,1,,,,,,,,
1.0.0,2026-08-05 03:20:29.086,260,49.2,0,1,0.1248,6.43,0.65,1.23,66.56,92,129.07,92,33,7.74,77.14,12,14.71,295.22,0.141,1.157,1,,,,0,,16.4,52,6,2040,2589.024256,25.155
1.0.0,2026-08-05 03:20:30.356,261,49.16,0,1,0.2008,8.04,0.6,1.39,104.51,102,158.57,102,27,7.21,96.5,12,16.65,383.44,0.172,1.265,1,,,,0,,16.2,52,4,2040,2589.024256,25.153
1.0.0,2026-08-05 03:20:30.505,259,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:30.337,14.99,1,,,,,,,,
1.0.0,2026-08-05 03:20:31.129,258,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:30.972,3.5,1,,,,,,,,
1.0.0,2026-08-05 03:20:31.654,260,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:31.486,14.07,1,,,,,,,,
1.0.0,2026-08-05 03:20:31.664,262,48.94,0,1,0.1932,8.13,0.54,1.29,79.24,105,161.0,105,27,6.53,97.51,12,15.53,359.81,0.203,1.297,0,,,,0,,15.3,52,7,2040,2589.024256,25.201
1.0.0,2026-08-05 03:20:32.698,263,49.31,0,1,0.1691,6.3,0.51,1.16,61.5,82,132.9,82,28,6.08,75.61,12,13.91,290.0,0.203,1.047,1,,,,0,,15.3,52,10,2040,2589.024256,25.472
1.0.0,2026-08-05 03:20:32.923,261,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:32.756,12.89,1,,,,,,,,
1.0.0,2026-08-05 03:20:33.861,264,49.17,0,1,0.1981,13.31,0.55,1.25,74.62,94,145.98,94,27,6.54,159.77,12,14.95,401.86,0.156,1.156,1,,,,0,,14.8,52,8,2040,2589.024256,25.021
1.0.0,2026-08-05 03:20:34.950,265,49.22,0,1,0.185,14.24,0.49,1.39,62.4,86,133.79,86,26,5.85,170.87,12,16.68,389.59,0.203,1.094,0,,,,0,,15.8,52,5,2040,2589.024256,25.464
1.0.0,2026-08-05 03:20:35.269,263,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:35.098,16.44,1,,,,,,,,
1.0.0,2026-08-05 03:20:35.892,262,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:35.736,4.67,1,,,,,,,,
1.0.0,2026-08-05 03:20:36.293,266,49.29,0,1,0.2406,8.85,0.47,1.4,72.6,108,161.69,108,22,5.66,106.24,12,16.76,362.95,0.141,1.344,1,,,,0,,18.6,52,5,2040,2589.024256,25.529
1.0.0,2026-08-05 03:20:36.436,264,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:20:36.261,11.4,1,,,,,,,,
