schema_version,timestamp,cycle_id,capture_latency[ms],frame_dropped[n],hsv_flag,hsv_mask_ratio,infer_latency[ms],preproc[ms],postproc[ms],capture_sum[ms],capture_frames[n],hsv_sum[ms],hsv_frames[n],visible_frames[n],preproc_sum[ms],infer_sum[ms],infer_count[n],postproc_sum[ms],total_per_fruit[ms],visible_dur[s],cycle_dur[s],eject_flag,planned_eject_ts,eject_delay[ms],outcome_flag,yolo_no_det_flag,cpu_temp,cpu_util[%],gpu_temp,gpu_util[%],gpu_clock[mhz],gpu_mem_used[mb],gpu_power[w]
1.0.0,2026-08-05 03:10:57.565,214,53.2,0,1,0.2101,5.43,0.52,1.29,54.46,83,131.74,84,26,6.23,65.16,12,15.46,273.05,0.187,1.031,1,,,,0,,12.6,54,12,2040,2534.883328,36.843
1.0.0,2026-08-05 03:10:57.936,212,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:10:57.761,15.65,1,,,,,,,,
1.0.0,2026-08-05 03:10:58.699,215,49.26,0,1,0.1238,5.17,0.58,1.25,63.29,90,128.08,92,33,6.98,62.08,12,15.04,275.47,0.141,1.141,1,,,,0,,10.4,54,12,2040,2534.883328,36.649
1.0.0,2026-08-05 03:10:58.848,211,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:10:58.682,3.65,1,,,,,,,,
1.0.0,2026-08-05 03:10:59.965,216,49.28,0,1,0.2008,6.23,0.59,1.34,99.15,102,151.07,102,26,7.11,74.81,12,16.12,348.26,0.157,1.266,1,,,,0,,9.1,54,10,2040,2534.883328,36.943
1.0.0,2026-08-05 03:11:00.127,214,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:10:59.965,4.51,1,,,,,,,,
1.0.0,2026-08-05 03:11:00.761,213,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:00.595,16.07,1,,,,,,,,
1.0.0,2026-08-05 03:11:01.261,215,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:01.099,7.7,1,,,,,,,,
1.0.0,2026-08-05 03:11:01.266,217,49.31,0,1,0.1933,7.64,0.58,1.28,68.12,104,145.86,104,26,6.92,91.71,12,15.34,327.95,0.157,1.297,0,,,,0,,12.9,54,13,2040,2534.883328,36.268
1.0.0,2026-08-05 03:11:02.311,218,49.27,0,1,0.1693,6.46,0.69,1.22,54.18,83,131.57,83,28,8.29,77.56,12,14.62,286.22,0.171,1.046,1,,,,0,,12.7,54,4,2040,2534.883328,37.087
1.0.0,2026-08-05 03:11:02.533,216,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:02.365,4.58,1,,,,,,,,
1.0.0,2026-08-05 03:11:03.515,219,49.29,0,1,0.1979,5.91,0.6,1.3,64.52,97,137.18,97,28,7.16,70.95,12,15.64,295.45,0.157,1.204,1,,,,0,,12.3,54,4,2040,2534.883328,36.897
1.0.0,2026-08-05 03:11:04.648,220,49.28,0,1,0.1873,5.82,0.49,1.21,64.1,90,140.49,90,26,5.83,69.8,12,14.47,294.69,0.187,1.14,0,,,,0,,11.2,54,12,2040,2534.883328,37.032
1.0.0,2026-08-05 03:11:04.868,218,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:04.711,4.95,1,,,,,,,,
1.0.0,2026-08-05 03:11:05.494,217,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:05.337,3.14,1,,,,,,,,
1.0.0,2026-08-05 03:11:05.899,221,29.77,0,1,0.2412,5.31,0.56,1.31,68.43,100,184.64,100,22,6.73,63.75,12,15.71,339.26,0.156,1.25,1,,,,0,,10.1,54,10,2040,2534.883328,36.628
1.0.0,2026-08-05 03:11:06.078,219,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:05.915,4.63,1,,,,,,,,
1.0.0,2026-08-05 03:11:07.461,222,49.33,0,1,0.2013,8.27,0.55,1.38,83.19,126,176.11,126,29,6.61,99.22,12,16.59,381.72,0.203,1.563,1,,,,0,,12.6,54,10,2040,2534.883328,36.29
1.0.0,2026-08-05 03:11:08.198,223,49.28,0,1,0.2254,5.81,0.54,1.32,40.56,58,94.32,58,22,6.43,69.74,12,15.85,226.9,0.203,0.734,1,,,,0,,12.5,54,16,2040,2534.883328,37.452
1.0.0,2026-08-05 03:11:08.470,221,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:08.302,8.08,1,,,,,,,,
1.0.0,2026-08-05 03:11:08.886,220,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:08.719,12.1,1,,,,,,,,
1.0.0,2026-08-05 03:11:09.311,224,49.25,0,1,0.1936,4.9,0.51,1.25,56.45,89,128.34,89,25,6.11,58.85,12,15.02,264.77,0.156,1.109,0,,,,0,,12.0,54,3,2040,2534.883328,36.096
1.0.0,2026-08-05 03:11:10.023,222,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:09.861,8.38,1,,,,,,,,
1.0.0,2026-08-05 03:11:10.361,225,49.3,0,1,0.2111,5.45,0.56,1.34,58.73,84,133.83,84,24,6.69,65.35,12,16.07,280.67,0.156,1.047,1,,,,0,,12.0,54,4,2040,2534.883328,36.869
1.0.0,2026-08-05 03:11:10.773,223,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:10.598,16.54,1,,,,,,,,
1.0.0,2026-08-05 03:11:11.561,226,49.16,0,1,0.1244,8.2,0.58,1.42,66.98,96,137.27,96,32,6.95,98.38,12,17.1,326.68,0.156,1.203,1,,,,0,,12.1,54,3,2040,2534.883328,36.837
1.0.0,2026-08-05 03:11:12.811,227,49.21,0,1,0.2003,5.8,0.53,1.28,67.29,100,144.85,100,26,6.4,69.59,12,15.34,303.47,0.156,1.25,1,,,,0,,12.8,54,12,2040,2534.883328,36.935
1.0.0,2026-08-05 03:11:12.935,225,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:12.761,4.53,1,,,,,,,,
1.0.0,2026-08-05 03:11:13.540,224,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:13.382,3.9,1,,,,,,,,
1.0.0,2026-08-05 03:11:14.061,228,49.32,0,1,0.1934,5.87,0.49,1.32,63.56,100,141.82,100,28,5.87,70.39,12,15.86,297.5,0.156,1.25,0,,,,0,,12.8,54,13,2040,2534.883328,36.827
1.0.0,2026-08-05 03:11:14.123,226,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:13.961,4.05,1,,,,,,,,
1.0.0,2026-08-05 03:11:15.160,229,52.0,0,1,0.1689,5.11,0.49,1.25,66.22,88,135.35,87,27,5.91,61.27,12,15.05,283.8,0.187,1.094,1,,,,0,,12.4,54,15,2040,2534.883328,36.942
1.0.0,2026-08-05 03:11:15.370,227,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:15.211,3.91,1,,,,,,,,
1.0.0,2026-08-05 03:11:16.311,230,49.28,0,1,0.1984,5.45,0.54,1.25,59.16,92,170.98,93,27,6.51,65.42,12,14.95,317.02,0.156,1.156,1,,,,0,,13.0,54,3,2040,2534.883328,36.807
1.0.0,2026-08-05 03:11:17.465,231,49.28,0,1,0.1873,5.3,0.56,1.24,93.91,93,135.79,93,26,6.74,63.6,12,14.88,314.92,0.172,1.157,0,,,,0,,13.4,54,3,2040,2534.883328,36.777
1.0.0,2026-08-05 03:11:17.739,229,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:17.565,16.74,1,,,,,,,,
1.0.0,2026-08-05 03:11:18.290,228,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:18.132,3.26,1,,,,,,,,
1.0.0,2026-08-05 03:11:18.723,232,49.31,0,1,0.2419,5.57,0.52,1.37,64.38,101,156.23,101,25,6.23,66.83,12,16.38,310.05,0.157,1.25,1,,,,0,,14.0,54,6,2040,2534.883328,36.89
1.0.0,2026-08-05 03:11:18.871,230,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:18.711,3.59,1,,,,,,,,
1.0.0,2026-08-05 03:11:20.294,233,49.16,0,1,0.2205,5.25,0.55,1.29,80.03,125,205.61,125,27,6.61,63.02,12,15.48,370.75,0.172,1.578,0,,,,0,,13.1,54,13,2040,2534.883328,35.914
1.0.0,2026-08-05 03:11:21.002,234,49.22,0,1,0.2251,4.91,0.57,1.18,40.53,56,138.38,56,21,6.81,58.92,12,14.22,258.86,0.141,0.703,1,,,,0,,13.1,54,13,2040,2534.883328,35.914
1.0.0,2026-08-05 03:11:21.301,232,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:21.123,19.4,1,,,,,,,,
1.0.0,2026-08-05 03:11:21.706,231,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:21.536,12.13,1,,,,,,,,
1.0.0,2026-08-05 03:11:22.163,235,49.3,0,1,0.1932,5.73,0.48,1.32,91.62,93,140.04,93,27,5.74,68.79,12,15.9,322.09,0.187,1.156,0,,,,0,,11.3,54,19,2040,2534.883328,36.362
1.0.0,2026-08-05 03:11:23.223,236,49.3,0,1,0.2107,5.04,0.47,1.31,56.7,86,135.84,86,25,5.59,60.5,12,15.7,274.33,0.203,1.063,1,,,,0,,12.9,54,10,2040,2534.883328,37.111
1.0.0,2026-08-05 03:11:23.574,234,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:23.402,11.66,1,,,,,,,,
1.0.0,2026-08-05 03:11:24.366,237,49.23,0,1,0.1248,5.49,0.57,1.28,56.64,91,121.32,91,33,6.89,65.91,12,15.35,266.11,0.156,1.14,1,,,,0,,13.1,54,3,2040,2534.883328,36.786
1.0.0,2026-08-05 03:11:24.531,233,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:24.365,13.17,1,,,,,,,,
1.0.0,2026-08-05 03:11:25.619,238,3.8,0,1,0.2005,5.67,0.52,1.31,193.22,99,270.32,99,27,6.28,68.01,12,15.7,553.53,0.156,1.25,1,,,,0,,13.5,54,3,2040,2534.883328,36.123
1.0.0,2026-08-05 03:11:25.791,236,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:25.623,4.11,1,,,,,,,,
1.0.0,2026-08-05 03:11:26.394,235,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:26.234,5.53,1,,,,,,,,
1.0.0,2026-08-05 03:11:26.901,239,49.27,0,1,0.1935,5.4,0.57,1.41,69.55,103,156.21,103,27,6.85,64.84,12,16.94,314.39,0.203,1.297,0,,,,0,,10.7,54,10,2040,2534.883328,36.705
1.0.0,2026-08-05 03:11:26.927,237,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:26.766,6.88,1,,,,,,,,
1.0.0,2026-08-05 03:11:27.973,240,49.2,0,1,0.169,5.28,0.45,1.17,59.62,87,135.81,87,28,5.46,63.34,12,14.05,278.28,0.203,1.063,1,,,,0,,12.1,54,10,2040,2534.883328,36.818
1.0.0,2026-08-05 03:11:28.182,238,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:28.019,4.37,1,,,,,,,,
1.0.0,2026-08-05 03:11:29.164,241,49.21,0,1,0.1977,6.14,0.57,1.26,61.07,95,136.55,95,25,6.87,73.67,12,15.13,293.29,0.203,1.203,1,,,,0,,14.0,54,20,2040,2534.883328,36.87
1.0.0,2026-08-05 03:11:30.264,242,49.26,0,1,0.1875,12.38,0.51,1.36,55.76,88,167.34,88,27,6.16,148.54,12,16.26,394.06,0.157,1.094,0,,,,0,,12.6,54,4,2040,2534.883328,36.742
1.0.0,2026-08-05 03:11:30.540,240,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:30.373,4.61,1,,,,,,,,
1.0.0,2026-08-05 03:11:31.131,239,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:30.973,3.4,1,,,,,,,,
1.0.0,2026-08-05 03:11:31.560,243,49.28,0,1,0.2403,5.44,0.5,1.22,70.11,103,156.3,103,22,6.04,65.23,12,14.69,312.37,0.156,1.296,1,,,,0,,12.2,54,4,2040,2534.883328,36.893
1.0.0,2026-08-05 03:11:31.728,241,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:31.564,10.99,1,,,,,,,,
1.0.0,2026-08-05 03:11:33.152,244,49.35,0,1,0.2202,5.28,0.52,1.38,82.89,127,176.33,127,27,6.27,63.38,12,16.6,345.47,0.188,1.579,0,,,,0,,12.7,54,17,2040,2534.883328,36.324
1.0.0,2026-08-05 03:11:33.810,245,49.35,0,1,0.2254,5.81,0.49,1.28,32.51,53,85.76,53,20,5.91,69.73,12,15.37,209.28,0.156,0.671,1,,,,0,,12.7,54,17,2040,2534.883328,36.324
1.0.0,2026-08-05 03:11:34.138,243,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:33.960,18.06,1,,,,,,,,
1.0.0,2026-08-05 03:11:34.498,242,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:34.335,7.94,1,,,,,,,,
1.0.0,2026-08-05 03:11:34.964,246,44.75,0,1,0.1935,5.62,0.53,1.31,64.16,93,140.17,93,27,6.39,67.39,12,15.76,293.87,0.172,1.157,0,,,,0,,13.0,54,4,2040,2534.883328,37.486
1.0.0,2026-08-05 03:11:36.022,247,49.19,0,1,0.2105,5.47,0.52,1.24,58.01,85,135.06,85,26,6.24,65.65,12,14.93,279.89,0.204,1.047,1,,,,0,,12.5,54,10,2040,2534.883328,36.433
1.0.0,2026-08-05 03:11:36.377,245,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:36.210,7.61,1,,,,,,,,
1.0.0,2026-08-05 03:11:37.164,248,49.18,0,1,0.1249,5.79,0.51,1.23,62.83,91,121.04,91,31,6.17,69.5,12,14.78,274.32,0.172,1.156,1,,,,0,,8.8,54,18,2040,2534.883328,36.86
1.0.0,2026-08-05 03:11:37.390,244,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:37.223,4.17,1,,,,,,,,
1.0.0,2026-08-05 03:11:38.502,249,49.16,0,1,0.2007,5.41,0.49,1.28,99.25,106,150.61,106,27,5.91,64.9,12,15.38,336.05,0.25,1.328,1,,,,0,,10.1,54,3,2040,2534.883328,36.795
1.0.0,2026-08-05 03:11:38.585,247,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:38.422,8.35,1,,,,,,,,
1.0.0,2026-08-05 03:11:39.197,246,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:39.035,7.88,1,,,,,,,,
1.0.0,2026-08-05 03:11:39.702,250,49.19,0,1,0.1934,5.38,0.55,1.34,64.98,96,144.32,96,26,6.62,64.61,12,16.1,296.63,0.141,1.203,0,,,,0,,14.0,54,12,2040,2534.883328,37.108
1.0.0,2026-08-05 03:11:39.727,248,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:39.564,8.09,1,,,,,,,,
1.0.0,2026-08-05 03:11:40.766,251,49.23,0,1,0.169,5.29,0.54,1.26,92.13,86,144.52,86,26,6.5,63.44,12,15.17,321.76,0.188,1.063,1,,,,0,,13.9,54,10,2040,2534.883328,36.843
1.0.0,2026-08-05 03:11:41.070,249,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:40.902,8.54,1,,,,,,,,
1.0.0,2026-08-05 03:11:41.914,252,49.17,0,1,0.1977,5.49,0.58,1.23,60.24,92,137.3,92,27,6.93,65.89,12,14.72,285.08,0.172,1.156,1,,,,0,,12.5,54,11,2040,2534.883328,36.986
1.0.0,2026-08-05 03:11:43.110,253,49.34,0,1,0.1873,5.07,0.53,1.2,65.26,95,138.27,95,26,6.41,60.8,12,14.41,285.15,0.187,1.187,0,,,,0,,12.0,54,17,2040,2534.883328,36.812
1.0.0,2026-08-05 03:11:43.346,251,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:43.166,18.27,1,,,,,,,,
1.0.0,2026-08-05 03:11:43.931,250,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:43.773,3.35,1,,,,,,,,
1.0.0,2026-08-05 03:11:44.360,254,49.28,0,1,0.2444,5.56,0.5,1.26,66.47,100,152.24,100,21,6.04,66.69,12,15.11,306.55,0.156,1.25,1,,,,0,,11.4,54,4,2040,2534.883328,36.29
1.0.0,2026-08-05 03:11:44.476,252,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:44.314,8.34,1,,,,,,,,
1.0.0,2026-08-05 03:11:45.602,255,49.29,0,1,0.2001,5.6,0.54,1.29,95.65,99,141.91,99,26,6.54,67.26,12,15.42,326.78,0.188,1.235,0,,,,0,,12.4,54,3,2040,2534.883328,36.996
1.0.0,2026-08-05 03:11:46.610,256,49.29,0,1,0.2252,5.27,0.57,1.16,54.63,81,129.89,81,22,6.85,63.28,12,13.88,268.53,0.156,1.015,1,,,,0,,13.0,54,10,2040,2534.883328,36.919
1.0.0,2026-08-05 03:11:46.935,254,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:46.760,16.08,1,,,,,,,,
1.0.0,2026-08-05 03:11:47.343,253,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:47.181,7.91,1,,,,,,,,
1.0.0,2026-08-05 03:11:47.764,257,49.3,0,1,0.1934,5.16,0.53,1.22,59.94,93,137.66,93,26,6.35,61.91,12,14.59,280.45,0.157,1.157,0,,,,0,,13.1,54,10,2040,2534.883328,36.619
1.0.0,2026-08-05 03:11:48.810,258,49.29,0,1,0.2101,5.06,0.56,4.13,56.35,83,133.9,83,25,6.77,60.71,12,49.51,307.24,0.203,1.046,1,,,,0,,9.6,54,10,2040,2534.883328,36.869
1.0.0,2026-08-05 03:11:49.184,256,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:49.010,14.94,1,,,,,,,,
1.0.0,2026-08-05 03:11:49.831,255,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:49.673,3.59,1,,,,,,,,
1.0.0,2026-08-05 03:11:50.010,259,49.26,0,1,0.1244,8.72,0.61,1.31,62.08,96,159.09,96,31,7.35,104.69,12,15.78,348.99,0.157,1.204,1,,,,0,,10.5,54,10,2040,2534.883328,36.934
1.0.0,2026-08-05 03:11:51.260,260,49.39,0,1,0.2004,5.26,0.56,1.27,64.93,100,177.14,100,26,6.77,63.11,12,15.27,327.22,0.172,1.25,1,,,,0,,12.6,54,12,2040,2534.883328,36.419
1.0.0,2026-08-05 03:11:51.372,258,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:51.210,8.17,1,,,,,,,,
1.0.0,2026-08-05 03:11:51.997,257,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:51.835,7.92,1,,,,,,,,
1.0.0,2026-08-05 03:11:52.510,261,56.88,0,1,0.1933,5.34,0.56,1.31,65.89,100,140.27,100,27,6.75,64.1,12,15.7,292.71,0.157,1.25,0,,,,0,,14.5,54,4,2040,2534.883328,37.123
1.0.0,2026-08-05 03:11:52.572,259,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:52.410,8.33,1,,,,,,,,
1.0.0,2026-08-05 03:11:53.560,262,50.53,0,1,0.1691,5.86,0.57,1.2,57.97,84,129.51,84,27,6.9,70.3,12,14.39,279.07,0.156,1.046,1,,,,0,,12.5,54,12,2040,2534.883328,37.193
1.0.0,2026-08-05 03:11:53.837,260,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:53.660,19.33,1,,,,,,,,
1.0.0,2026-08-05 03:11:54.760,263,49.31,0,1,0.1983,5.09,0.51,1.21,63.48,96,139.88,96,27,6.13,61.1,12,14.5,285.09,0.172,1.204,1,,,,0,,12.7,54,12,2040,2534.883328,37.096
1.0.0,2026-08-05 03:11:55.910,264,49.19,0,1,0.1872,5.18,0.55,1.24,91.21,92,132.24,92,26,6.62,62.2,12,14.88,307.15,0.14,1.14,0,,,,0,,12.6,54,11,2040,2534.883328,36.516
1.0.0,2026-08-05 03:11:56.121,262,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:55.960,8.37,1,,,,,,,,
1.0.0,2026-08-05 03:11:56.743,261,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:56.581,7.73,1,,,,,,,,
1.0.0,2026-08-05 03:11:57.161,265,49.24,0,1,0.2418,6.87,0.52,1.62,98.88,100,148.7,100,23,6.26,82.44,12,19.41,355.69,0.14,1.25,1,,,,0,,15.2,54,18,2040,2534.883328,36.663
1.0.0,2026-08-05 03:11:57.331,263,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:57.160,7.7,1,,,,,,,,
1.0.0,2026-08-05 03:11:58.401,266,49.13,0,1,0.2036,5.58,0.54,1.31,68.75,99,139.24,99,24,6.53,66.92,12,15.71,297.15,0.188,1.235,0,,,,0,,12.6,54,4,2040,2534.883328,36.87
1.0.0,2026-08-05 03:11:59.463,267,49.25,0,1,0.2248,6.98,0.61,1.26,62.43,86,134.12,86,20,7.34,83.78,12,15.06,302.73,0.172,1.078,1,,,,0,,12.1,54,3,2040,2534.883328,37.065
1.0.0,2026-08-05 03:11:59.755,265,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:59.561,18.24,1,,,,,,,,
1.0.0,2026-08-05 03:12:00.143,264,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:11:59.981,7.42,1,,,,,,,,
1.0.0,2026-08-05 03:12:00.609,268,49.27,0,1,0.1931,6.25,0.53,1.23,59.85,91,165.43,91,25,6.39,74.99,12,14.74,321.4,0.187,1.14,0,,,,0,,10.7,54,6,2040,2534.883328,36.845
1.0.0,2026-08-05 03:12:01.609,269,49.22,0,1,0.2112,5.33,0.64,1.17,53.84,80,121.83,80,24,7.66,63.98,12,14.08,261.39,0.156,1.0,1,,,,0,,13.7,54,11,2040,2534.883328,37.002
1.0.0,2026-08-05 03:12:02.040,267,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:01.867,12.85,1,,,,,,,,
1.0.0,2026-08-05 03:12:02.630,266,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:02.472,3.76,1,,,,,,,,
1.0.0,2026-08-05 03:12:02.809,270,49.28,0,1,0.1249,5.31,0.63,1.29,65.14,96,156.66,96,34,7.5,63.67,12,15.53,308.5,0.171,1.203,1,,,,0,,13.8,54,10,2040,2534.883328,36.725
1.0.0,2026-08-05 03:12:04.063,271,49.14,0,1,0.2003,5.63,0.53,1.24,74.7,100,142.06,100,27,6.32,67.58,12,14.92,305.58,0.156,1.25,1,,,,0,,14.4,54,10,2040,2534.883328,36.868
1.0.0,2026-08-05 03:12:04.180,269,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:04.009,20.11,1,,,,,,,,
1.0.0,2026-08-05 03:12:04.842,268,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:04.685,3.73,1,,,,,,,,
1.0.0,2026-08-05 03:12:05.309,272,49.21,0,1,0.1934,5.3,0.6,1.26,72.73,100,143.39,100,28,7.24,63.65,12,15.1,302.11,0.156,1.25,0,,,,0,,10.6,54,5,2040,2534.883328,36.662
1.0.0,2026-08-05 03:12:05.372,270,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:05.209,8.17,1,,,,,,,,
1.0.0,2026-08-05 03:12:06.359,273,49.22,0,1,0.1691,5.21,0.57,1.15,56.83,84,130.22,84,28,6.87,62.51,12,13.83,270.26,0.156,1.047,1,,,,0,,12.7,54,3,2040,2534.883328,37.023
1.0.0,2026-08-05 03:12:06.630,271,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:06.463,7.67,1,,,,,,,,
1.0.0,2026-08-05 03:12:07.559,274,49.31,0,1,0.1985,10.63,0.64,1.37,96.29,96,135.47,96,26,7.67,127.5,12,16.39,383.32,0.156,1.203,1,,,,0,,12.5,54,3,2040,2534.883328,36.885
1.0.0,2026-08-05 03:12:08.709,275,49.18,0,1,0.1874,5.27,0.53,1.2,59.9,92,128.26,92,27,6.35,63.28,12,14.41,272.2,0.156,1.141,0,,,,0,,12.7,54,12,2040,2534.883328,37.122
1.0.0,2026-08-05 03:12:08.933,273,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:08.759,8.29,1,,,,,,,,
1.0.0,2026-08-05 03:12:09.542,272,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:09.380,7.99,1,,,,,,,,
1.0.0,2026-08-05 03:12:10.001,276,49.2,0,1,0.2406,5.33,0.58,1.21,77.1,103,154.43,103,21,6.97,63.98,12,14.55,317.03,0.188,1.297,1,,,,0,,12.4,54,11,2040,2534.883328,36.884
1.0.0,2026-08-05 03:12:10.137,274,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:09.959,8.66,1,,,,,,,,
1.0.0,2026-08-05 03:12:11.251,277,49.38,0,1,0.2025,5.19,0.59,1.23,99.47,100,148.91,100,24,7.03,62.32,12,14.74,332.47,0.25,1.25,0,,,,0,,12.5,54,13,2040,2534.883328,36.575
1.0.0,2026-08-05 03:12:12.259,278,42.76,0,1,0.2248,4.99,0.54,1.22,54.95,81,129.92,81,21,6.45,59.85,12,14.67,265.84,0.157,1.016,1,,,,0,,12.5,54,3,2040,2534.883328,37.117
1.0.0,2026-08-05 03:12:12.570,276,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:12.401,9.51,1,,,,,,,,
1.0.0,2026-08-05 03:12:12.942,275,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:12.780,7.82,1,,,,,,,,
1.0.0,2026-08-05 03:12:13.413,279,49.19,0,1,0.1934,5.48,0.53,1.24,61.32,92,132.28,92,27,6.36,65.75,12,14.88,280.59,0.187,1.14,0,,,,0,,14.1,54,4,2040,2534.883328,36.503
1.0.0,2026-08-05 03:12:14.467,280,49.25,0,1,0.2104,5.04,0.52,1.27,54.27,85,126.28,85,25,6.22,60.47,12,15.22,262.46,0.203,1.063,1,,,,0,,12.7,54,3,2040,2534.883328,37.034
1.0.0,2026-08-05 03:12:14.828,278,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:14.663,5.96,1,,,,,,,,
1.0.0,2026-08-05 03:12:15.480,277,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:15.322,3.76,1,,,,,,,,
1.0.0,2026-08-05 03:12:15.613,281,49.22,0,1,0.1248,6.45,0.53,1.19,64.46,91,154.21,91,32,6.33,77.4,12,14.33,316.73,0.156,1.14,1,,,,0,,11.8,54,6,2040,2534.883328,36.929
1.0.0,2026-08-05 03:12:16.862,282,49.28,0,1,0.2007,8.65,0.52,1.27,63.59,100,144.11,100,26,6.18,103.77,12,15.26,332.91,0.156,1.25,1,,,,0,,9.6,54,11,2040,2534.883328,36.919
1.0.0,2026-08-05 03:12:17.022,280,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:16.867,4.12,1,,,,,,,,
1.0.0,2026-08-05 03:12:17.642,279,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:17.484,3.8,1,,,,,,,,
1.0.0,2026-08-05 03:12:18.151,283,49.11,0,1,0.1937,5.72,0.57,1.32,65.99,103,173.33,103,27,6.79,68.68,12,15.85,330.64,0.188,1.282,0,,,,0,,11.9,54,20,2040,2534.883328,36.703
1.0.0,2026-08-05 03:12:18.172,281,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:18.013,4.66,1,,,,,,,,
1.0.0,2026-08-05 03:12:19.176,284,49.29,0,1,0.1691,5.09,0.58,1.21,54.97,83,162.92,83,28,6.9,61.08,12,14.53,300.4,0.172,1.031,1,,,,0,,12.1,54,11,2040,2534.883328,37.193
1.0.0,2026-08-05 03:12:19.425,282,,,,,,,,,,,,,,,,,,,,,2026-08-05 03:12:19.263,4.1,1,,,,,,,,
1.0.0,2026-08-05 03:12:20.413,285,49.3,0,1,0.1977,5.54,0.5,1.27,66.78,98,135.51,98,26,6.04,66.52,12,15.22,290.07,0.187,1.234,1,,,,0,,12.6,54,3,2040,2534.883328,36.273
